date,orgn fs1,orgn fs2,orgn fs3,orgn gw1,orgn gw2,orgn gw3
11/11/2017,5.62E-09,5.62E-09,5.62E-09,5.62E-09,5.62E-09,5.62E-09
11/12/2017,5.84E-09,5.84E-09,5.84E-09,5.84E-09,5.84E-09,5.84E-09
11/13/2017,6.08E-09,6.08E-09,6.08E-09,6.08E-09,6.08E-09,6.08E-09
11/14/2017,6.03E-09,6.03E-09,6.03E-09,6.03E-09,6.03E-09,6.03E-09
11/15/2017,5.74E-09,5.74E-09,5.74E-09,5.74E-09,5.74E-09,5.74E-09
11/16/2017,5.77E-09,5.77E-09,5.77E-09,5.77E-09,5.77E-09,5.77E-09
11/17/2017,5.08E-09,5.08E-09,5.08E-09,5.08E-09,5.08E-09,5.08E-09
11/18/2017,5.49E-09,5.49E-09,5.49E-09,5.49E-09,5.49E-09,5.49E-09
11/19/2017,5.57E-09,5.57E-09,5.57E-09,5.57E-09,5.57E-09,5.57E-09
11/20/2017,5.77E-09,5.77E-09,5.77E-09,5.77E-09,5.77E-09,5.77E-09
11/21/2017,5.92E-09,5.92E-09,5.92E-09,5.92E-09,5.92E-09,5.92E-09
11/22/2017,5.44E-09,5.44E-09,5.44E-09,5.44E-09,5.44E-09,5.44E-09
11/23/2017,5.74E-09,5.74E-09,5.74E-09,5.74E-09,5.74E-09,5.74E-09
11/24/2017,5.37E-09,5.37E-09,5.37E-09,5.37E-09,5.37E-09,5.37E-09
11/25/2017,5.63E-09,5.63E-09,5.63E-09,5.63E-09,5.63E-09,5.63E-09
11/26/2017,5.73E-09,5.73E-09,5.73E-09,5.73E-09,5.73E-09,5.73E-09
11/27/2017,5.89E-09,5.89E-09,5.89E-09,5.89E-09,5.89E-09,5.89E-09
11/28/2017,5.60E-09,5.60E-09,5.60E-09,5.60E-09,5.60E-09,5.60E-09
11/29/2017,5.75E-09,5.75E-09,5.75E-09,5.75E-09,5.75E-09,5.75E-09
11/30/2017,4.93E-09,4.93E-09,4.93E-09,4.93E-09,4.93E-09,4.93E-09
12/1/2017,5.40E-09,5.40E-09,5.40E-09,5.40E-09,5.40E-09,5.40E-09
12/2/2017,5.22E-09,5.22E-09,5.22E-09,5.22E-09,5.22E-09,5.22E-09
12/3/2017,5.42E-09,5.42E-09,5.42E-09,5.42E-09,5.42E-09,5.42E-09
12/4/2017,5.57E-09,5.57E-09,5.57E-09,5.57E-09,5.57E-09,5.57E-09
12/5/2017,5.65E-09,5.65E-09,5.65E-09,5.65E-09,5.65E-09,5.65E-09
12/6/2017,5.35E-09,5.35E-09,5.35E-09,5.35E-09,5.35E-09,5.35E-09
12/7/2017,5.83E-09,5.83E-09,5.83E-09,5.83E-09,5.83E-09,5.83E-09
12/8/2017,5.53E-09,5.53E-09,5.53E-09,5.53E-09,5.53E-09,5.53E-09
12/9/2017,5.77E-09,5.77E-09,5.77E-09,5.77E-09,5.77E-09,5.77E-09
12/10/2017,5.37E-09,5.37E-09,5.37E-09,5.37E-09,5.37E-09,5.37E-09
12/11/2017,5.66E-09,5.66E-09,5.66E-09,5.66E-09,5.66E-09,5.66E-09
12/12/2017,5.81E-09,5.81E-09,5.81E-09,5.81E-09,5.81E-09,5.81E-09
12/13/2017,6.28E-09,6.28E-09,6.28E-09,6.28E-09,6.28E-09,6.28E-09
12/14/2017,6.12E-09,6.12E-09,6.12E-09,6.12E-09,6.12E-09,6.12E-09
12/15/2017,6.08E-09,6.08E-09,6.08E-09,6.08E-09,6.08E-09,6.08E-09
12/16/2017,6.06E-09,6.06E-09,6.06E-09,6.06E-09,6.06E-09,6.06E-09
12/17/2017,5.59E-09,5.59E-09,5.59E-09,5.59E-09,5.59E-09,5.59E-09
12/18/2017,5.28E-09,5.28E-09,5.28E-09,5.28E-09,5.28E-09,5.28E-09
12/19/2017,5.58E-09,5.58E-09,5.58E-09,5.58E-09,5.58E-09,5.58E-09
12/20/2017,5.06E-09,5.06E-09,5.06E-09,5.06E-09,5.06E-09,5.06E-09
12/21/2017,5.47E-09,5.47E-09,5.47E-09,5.47E-09,5.47E-09,5.47E-09
12/22/2017,8.32E-09,8.32E-09,8.32E-09,8.32E-09,8.32E-09,8.32E-09
12/23/2017,5.88E-09,5.88E-09,5.88E-09,5.88E-09,5.88E-09,5.88E-09
12/24/2017,4.90E-09,4.90E-09,4.90E-09,4.90E-09,4.90E-09,4.90E-09
12/25/2017,5.09E-09,5.09E-09,5.09E-09,5.09E-09,5.09E-09,5.09E-09
12/26/2017,5.26E-09,5.26E-09,5.26E-09,5.26E-09,5.26E-09,5.26E-09
12/27/2017,5.57E-09,5.57E-09,5.57E-09,5.57E-09,5.57E-09,5.57E-09
12/28/2017,5.54E-09,5.54E-09,5.54E-09,5.54E-09,5.54E-09,5.54E-09
12/29/2017,4.90E-09,4.90E-09,4.90E-09,4.90E-09,4.90E-09,4.90E-09
12/30/2017,4.56E-09,4.56E-09,4.56E-09,4.56E-09,4.56E-09,4.56E-09
12/31/2017,4.94E-09,4.94E-09,4.94E-09,4.94E-09,4.94E-09,4.94E-09
1/1/2018,4.71E-09,4.71E-09,4.71E-09,4.71E-09,4.71E-09,4.71E-09
1/2/2018,4.95E-09,4.95E-09,4.95E-09,4.95E-09,4.95E-09,4.95E-09
1/3/2018,5.39E-09,5.39E-09,5.39E-09,5.39E-09,5.39E-09,5.39E-09
1/4/2018,5.61E-09,5.61E-09,5.61E-09,5.61E-09,5.61E-09,5.61E-09
1/5/2018,5.69E-09,5.69E-09,5.69E-09,5.69E-09,5.69E-09,5.69E-09
1/6/2018,5.26E-09,5.26E-09,5.26E-09,5.26E-09,5.26E-09,5.26E-09
1/7/2018,5.49E-09,5.49E-09,5.49E-09,5.49E-09,5.49E-09,5.49E-09
1/8/2018,5.62E-09,5.62E-09,5.62E-09,5.62E-09,5.62E-09,5.62E-09
1/9/2018,5.19E-09,5.19E-09,5.19E-09,5.19E-09,5.19E-09,5.19E-09
1/10/2018,5.43E-09,5.43E-09,5.43E-09,5.43E-09,5.43E-09,5.43E-09
1/11/2018,4.89E-09,4.89E-09,4.89E-09,4.89E-09,4.89E-09,4.89E-09
1/12/2018,5.20E-09,5.20E-09,5.20E-09,5.20E-09,5.20E-09,5.20E-09
1/13/2018,4.83E-09,4.83E-09,4.83E-09,4.83E-09,4.83E-09,4.83E-09
1/14/2018,4.59E-09,4.59E-09,4.59E-09,4.59E-09,4.59E-09,4.59E-09
1/15/2018,4.64E-09,4.64E-09,4.64E-09,4.64E-09,4.64E-09,4.64E-09
1/16/2018,5.09E-09,5.09E-09,5.09E-09,5.09E-09,5.09E-09,5.09E-09
1/17/2018,4.70E-09,4.70E-09,4.70E-09,4.70E-09,4.70E-09,4.70E-09
1/18/2018,4.88E-09,4.88E-09,4.88E-09,4.88E-09,4.88E-09,4.88E-09
1/19/2018,5.08E-09,5.08E-09,5.08E-09,5.08E-09,5.08E-09,5.08E-09
1/20/2018,5.10E-09,5.10E-09,5.10E-09,5.10E-09,5.10E-09,5.10E-09
1/21/2018,5.34E-09,5.34E-09,5.34E-09,5.34E-09,5.34E-09,5.34E-09
1/22/2018,5.42E-09,5.42E-09,5.42E-09,5.42E-09,5.42E-09,5.42E-09
1/23/2018,5.39E-09,5.39E-09,5.39E-09,5.39E-09,5.39E-09,5.39E-09
1/24/2018,5.49E-09,5.49E-09,5.49E-09,5.49E-09,5.49E-09,5.49E-09
1/25/2018,4.70E-09,4.70E-09,4.70E-09,4.70E-09,4.70E-09,4.70E-09
1/26/2018,4.91E-09,4.91E-09,4.91E-09,4.91E-09,4.91E-09,4.91E-09
1/27/2018,5.21E-09,5.21E-09,5.21E-09,5.21E-09,5.21E-09,5.21E-09
1/28/2018,5.23E-09,5.23E-09,5.23E-09,5.23E-09,5.23E-09,5.23E-09
1/29/2018,5.22E-09,5.22E-09,5.22E-09,5.22E-09,5.22E-09,5.22E-09
1/30/2018,4.85E-09,4.85E-09,4.85E-09,4.85E-09,4.85E-09,4.85E-09
1/31/2018,5.06E-09,5.06E-09,5.06E-09,5.06E-09,5.06E-09,5.06E-09
2/1/2018,5.23E-09,5.23E-09,5.23E-09,5.23E-09,5.23E-09,5.23E-09
2/2/2018,4.62E-09,4.62E-09,4.62E-09,4.62E-09,4.62E-09,4.62E-09
2/3/2018,4.96E-09,4.96E-09,4.96E-09,4.96E-09,4.96E-09,4.96E-09
2/4/2018,4.62E-09,4.62E-09,4.62E-09,4.62E-09,4.62E-09,4.62E-09
2/5/2018,4.94E-09,4.94E-09,4.94E-09,4.94E-09,4.94E-09,4.94E-09
2/6/2018,5.11E-09,5.11E-09,5.11E-09,5.11E-09,5.11E-09,5.11E-09
2/7/2018,4.53E-09,4.53E-09,4.53E-09,4.53E-09,4.53E-09,4.53E-09
2/8/2018,4.66E-09,4.66E-09,4.66E-09,4.66E-09,4.66E-09,4.66E-09
2/9/2018,4.90E-09,4.90E-09,4.90E-09,4.90E-09,4.90E-09,4.90E-09
2/10/2018,4.38E-09,4.38E-09,4.38E-09,4.38E-09,4.38E-09,4.38E-09
2/11/2018,4.78E-09,4.78E-09,4.78E-09,4.78E-09,4.78E-09,4.78E-09
2/12/2018,4.74E-09,4.74E-09,4.74E-09,4.74E-09,4.74E-09,4.74E-09
2/13/2018,4.85E-09,4.85E-09,4.85E-09,4.85E-09,4.85E-09,4.85E-09
2/14/2018,5.05E-09,5.05E-09,5.05E-09,5.05E-09,5.05E-09,5.05E-09
2/15/2018,5.11E-09,5.11E-09,5.11E-09,5.11E-09,5.11E-09,5.11E-09
2/16/2018,4.46E-09,4.46E-09,4.46E-09,4.46E-09,4.46E-09,4.46E-09
2/17/2018,4.51E-09,4.51E-09,4.51E-09,4.51E-09,4.51E-09,4.51E-09
2/18/2018,4.68E-09,4.68E-09,4.68E-09,4.68E-09,4.68E-09,4.68E-09
2/19/2018,4.91E-09,4.91E-09,4.91E-09,4.91E-09,4.91E-09,4.91E-09
2/20/2018,5.02E-09,5.02E-09,5.02E-09,5.02E-09,5.02E-09,5.02E-09
2/21/2018,4.84E-09,4.84E-09,4.84E-09,4.84E-09,4.84E-09,4.84E-09
2/22/2018,4.92E-09,4.92E-09,4.92E-09,4.92E-09,4.92E-09,4.92E-09
2/23/2018,4.10E-09,4.10E-09,4.10E-09,4.10E-09,4.10E-09,4.10E-09
2/24/2018,4.54E-09,4.54E-09,4.54E-09,4.54E-09,4.54E-09,4.54E-09
2/25/2018,4.73E-09,4.73E-09,4.73E-09,4.73E-09,4.73E-09,4.73E-09
2/26/2018,4.60E-09,4.60E-09,4.60E-09,4.60E-09,4.60E-09,4.60E-09
2/27/2018,5.03E-09,5.03E-09,5.03E-09,5.03E-09,5.03E-09,5.03E-09
2/28/2018,5.20E-09,5.20E-09,5.20E-09,5.20E-09,5.20E-09,5.20E-09
3/1/2018,5.11E-09,5.11E-09,5.11E-09,5.11E-09,5.11E-09,5.11E-09
3/2/2018,1.35E-02,1.35E-02,1.35E-02,1.35E-02,1.35E-02,1.35E-02
3/3/2018,7.10E-03,7.10E-03,7.10E-03,7.10E-03,7.10E-03,7.10E-03
3/4/2018,5.50E-02,5.50E-02,5.50E-02,5.50E-02,5.50E-02,5.50E-02
3/5/2018,5.07E-03,5.07E-03,5.07E-03,5.07E-03,5.07E-03,5.07E-03
3/6/2018,0.146,0.146,0.146,0.146,0.146,0.146
3/7/2018,1.13E-02,1.13E-02,1.13E-02,1.13E-02,1.13E-02,1.13E-02
3/8/2018,1.42E-02,1.42E-02,1.42E-02,1.42E-02,1.42E-02,1.42E-02
3/9/2018,1.71E-03,1.71E-03,1.71E-03,1.71E-03,1.71E-03,1.71E-03
3/10/2018,5.20E-02,5.20E-02,5.20E-02,5.20E-02,5.20E-02,5.20E-02
3/11/2018,4.75E-03,4.75E-03,4.75E-03,4.75E-03,4.75E-03,4.75E-03
3/12/2018,6.33E-04,6.33E-04,6.33E-04,6.33E-04,6.33E-04,6.33E-04
3/13/2018,1.01E-04,1.01E-04,1.01E-04,1.01E-04,1.01E-04,1.01E-04
3/14/2018,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05
3/15/2018,5.98E-06,5.98E-06,5.98E-06,5.98E-06,5.98E-06,5.98E-06
3/16/2018,1.67E-06,1.67E-06,1.67E-06,1.67E-06,1.67E-06,1.67E-06
3/17/2018,4.85E-07,4.85E-07,4.85E-07,4.85E-07,4.85E-07,4.85E-07
3/18/2018,1.48E-07,1.48E-07,1.48E-07,1.48E-07,1.48E-07,1.48E-07
3/19/2018,5.11E-08,5.11E-08,5.11E-08,5.11E-08,5.11E-08,5.11E-08
3/20/2018,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08
3/21/2018,1.37E-08,1.37E-08,1.37E-08,1.37E-08,1.37E-08,1.37E-08
3/22/2018,1.09E-08,1.09E-08,1.09E-08,1.09E-08,1.09E-08,1.09E-08
3/23/2018,9.94E-09,9.94E-09,9.94E-09,9.94E-09,9.94E-09,9.94E-09
3/24/2018,9.64E-09,9.64E-09,9.64E-09,9.64E-09,9.64E-09,9.64E-09
3/25/2018,1.04E-08,1.04E-08,1.04E-08,1.04E-08,1.04E-08,1.04E-08
3/26/2018,9.57E-09,9.57E-09,9.57E-09,9.57E-09,9.57E-09,9.57E-09
3/27/2018,9.67E-09,9.67E-09,9.67E-09,9.67E-09,9.67E-09,9.67E-09
3/28/2018,9.52E-09,9.52E-09,9.52E-09,9.52E-09,9.52E-09,9.52E-09
3/29/2018,9.34E-09,9.34E-09,9.34E-09,9.34E-09,9.34E-09,9.34E-09
3/30/2018,9.06E-09,9.06E-09,9.06E-09,9.06E-09,9.06E-09,9.06E-09
3/31/2018,9.43E-09,9.43E-09,9.43E-09,9.43E-09,9.43E-09,9.43E-09
4/1/2018,9.48E-09,9.48E-09,9.48E-09,9.48E-09,9.48E-09,9.48E-09
4/2/2018,9.66E-09,9.66E-09,9.66E-09,9.66E-09,9.66E-09,9.66E-09
4/3/2018,1.02E-08,1.02E-08,1.02E-08,1.02E-08,1.02E-08,1.02E-08
4/4/2018,1.02E-08,1.02E-08,1.02E-08,1.02E-08,1.02E-08,1.02E-08
4/5/2018,9.73E-09,9.73E-09,9.73E-09,9.73E-09,9.73E-09,9.73E-09
4/6/2018,9.30E-09,9.30E-09,9.30E-09,9.30E-09,9.30E-09,9.30E-09
4/7/2018,9.24E-09,9.24E-09,9.24E-09,9.24E-09,9.24E-09,9.24E-09
4/8/2018,9.67E-09,9.67E-09,9.67E-09,9.67E-09,9.67E-09,9.67E-09
4/9/2018,9.63E-09,9.63E-09,9.63E-09,9.63E-09,9.63E-09,9.63E-09
4/10/2018,9.77E-09,9.77E-09,9.77E-09,9.77E-09,9.77E-09,9.77E-09
4/11/2018,9.73E-09,9.73E-09,9.73E-09,9.73E-09,9.73E-09,9.73E-09
4/12/2018,9.80E-09,9.80E-09,9.80E-09,9.80E-09,9.80E-09,9.80E-09
4/13/2018,9.97E-09,9.97E-09,9.97E-09,9.97E-09,9.97E-09,9.97E-09
4/14/2018,6.51E-02,6.51E-02,6.51E-02,6.51E-02,6.51E-02,6.51E-02
4/15/2018,1.16E-02,1.16E-02,1.16E-02,1.16E-02,1.16E-02,1.16E-02
4/16/2018,1.07E-03,1.07E-03,1.07E-03,1.07E-03,1.07E-03,1.07E-03
4/17/2018,1.59E-04,1.59E-04,1.59E-04,1.59E-04,1.59E-04,1.59E-04
4/18/2018,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05
4/19/2018,4.99E-06,4.99E-06,4.99E-06,4.99E-06,4.99E-06,4.99E-06
4/20/2018,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06
4/21/2018,2.08E-07,2.08E-07,2.08E-07,2.08E-07,2.08E-07,2.08E-07
4/22/2018,5.03E-08,5.03E-08,5.03E-08,5.03E-08,5.03E-08,5.03E-08
4/23/2018,1.87E-08,1.87E-08,1.87E-08,1.87E-08,1.87E-08,1.87E-08
4/24/2018,1.11E-08,1.11E-08,1.11E-08,1.11E-08,1.11E-08,1.11E-08
4/25/2018,9.58E-09,9.58E-09,9.58E-09,9.58E-09,9.58E-09,9.58E-09
4/26/2018,9.08E-09,9.08E-09,9.08E-09,9.08E-09,9.08E-09,9.08E-09
4/27/2018,8.86E-09,8.86E-09,8.86E-09,8.86E-09,8.86E-09,8.86E-09
4/28/2018,9.42E-09,9.42E-09,9.42E-09,9.42E-09,9.42E-09,9.42E-09
4/29/2018,9.47E-09,9.47E-09,9.47E-09,9.47E-09,9.47E-09,9.47E-09
4/30/2018,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08
5/1/2018,9.17E-09,9.17E-09,9.17E-09,9.17E-09,9.17E-09,9.17E-09
5/2/2018,9.59E-09,9.59E-09,9.59E-09,9.59E-09,9.59E-09,9.59E-09
5/3/2018,9.23E-09,9.23E-09,9.23E-09,9.23E-09,9.23E-09,9.23E-09
5/4/2018,9.59E-09,9.59E-09,9.59E-09,9.59E-09,9.59E-09,9.59E-09
5/5/2018,9.72E-09,9.72E-09,9.72E-09,9.72E-09,9.72E-09,9.72E-09
5/6/2018,8.92E-09,8.92E-09,8.92E-09,8.92E-09,8.92E-09,8.92E-09
5/7/2018,9.49E-09,9.49E-09,9.49E-09,9.49E-09,9.49E-09,9.49E-09
5/8/2018,8.71E-09,8.71E-09,8.71E-09,8.71E-09,8.71E-09,8.71E-09
5/9/2018,9.72E-09,9.72E-09,9.72E-09,9.72E-09,9.72E-09,9.72E-09
5/10/2018,9.11E-09,9.11E-09,9.11E-09,9.11E-09,9.11E-09,9.11E-09
5/11/2018,8.87E-09,8.87E-09,8.87E-09,8.87E-09,8.87E-09,8.87E-09
5/12/2018,8.57E-09,8.57E-09,8.57E-09,8.57E-09,8.57E-09,8.57E-09
5/13/2018,8.46E-09,8.46E-09,8.46E-09,8.46E-09,8.46E-09,8.46E-09
5/14/2018,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09
5/15/2018,8.23E-09,8.23E-09,8.23E-09,8.23E-09,8.23E-09,8.23E-09
5/16/2018,8.55E-09,8.55E-09,8.55E-09,8.55E-09,8.55E-09,8.55E-09
5/17/2018,9.44E-09,9.44E-09,9.44E-09,9.44E-09,9.44E-09,9.44E-09
5/18/2018,9.49E-09,9.49E-09,9.49E-09,9.49E-09,9.49E-09,9.49E-09
5/19/2018,8.74E-09,8.74E-09,8.74E-09,8.74E-09,8.74E-09,8.74E-09
5/20/2018,9.32E-09,9.32E-09,9.32E-09,9.32E-09,9.32E-09,9.32E-09
5/21/2018,9.52E-09,9.52E-09,9.52E-09,9.52E-09,9.52E-09,9.52E-09
5/22/2018,8.89E-09,8.89E-09,8.89E-09,8.89E-09,8.89E-09,8.89E-09
5/23/2018,7.76E-09,7.76E-09,7.76E-09,7.76E-09,7.76E-09,7.76E-09
5/24/2018,7.73E-09,7.73E-09,7.73E-09,7.73E-09,7.73E-09,7.73E-09
5/25/2018,8.96E-09,8.96E-09,8.96E-09,8.96E-09,8.96E-09,8.96E-09
5/26/2018,8.75E-09,8.75E-09,8.75E-09,8.75E-09,8.75E-09,8.75E-09
5/27/2018,9.02E-09,9.02E-09,9.02E-09,9.02E-09,9.02E-09,9.02E-09
5/28/2018,8.61E-09,8.61E-09,8.61E-09,8.61E-09,8.61E-09,8.61E-09
5/29/2018,8.24E-09,8.24E-09,8.24E-09,8.24E-09,8.24E-09,8.24E-09
5/30/2018,9.11E-09,9.11E-09,9.11E-09,9.11E-09,9.11E-09,9.11E-09
5/31/2018,9.14E-09,9.14E-09,9.14E-09,9.14E-09,9.14E-09,9.14E-09
6/1/2018,8.41E-09,8.41E-09,8.41E-09,8.41E-09,8.41E-09,8.41E-09
6/2/2018,8.12E-09,8.12E-09,8.12E-09,8.12E-09,8.12E-09,8.12E-09
6/3/2018,7.72E-09,7.72E-09,7.72E-09,7.72E-09,7.72E-09,7.72E-09
6/4/2018,7.28E-09,7.28E-09,7.28E-09,7.28E-09,7.28E-09,7.28E-09
6/5/2018,7.55E-09,7.55E-09,7.55E-09,7.55E-09,7.55E-09,7.55E-09
6/6/2018,6.72E-09,6.72E-09,6.72E-09,6.72E-09,6.72E-09,6.72E-09
6/7/2018,6.91E-09,6.91E-09,6.91E-09,6.91E-09,6.91E-09,6.91E-09
6/8/2018,7.88E-09,7.88E-09,7.88E-09,7.88E-09,7.88E-09,7.88E-09
6/9/2018,8.61E-09,8.61E-09,8.61E-09,8.61E-09,8.61E-09,8.61E-09
6/10/2018,8.25E-09,8.25E-09,8.25E-09,8.25E-09,8.25E-09,8.25E-09
6/11/2018,8.45E-09,8.45E-09,8.45E-09,8.45E-09,8.45E-09,8.45E-09
6/12/2018,7.43E-09,7.43E-09,7.43E-09,7.43E-09,7.43E-09,7.43E-09
6/13/2018,7.61E-09,7.61E-09,7.61E-09,7.61E-09,7.61E-09,7.61E-09
6/14/2018,7.19E-09,7.19E-09,7.19E-09,7.19E-09,7.19E-09,7.19E-09
6/15/2018,7.18E-09,7.18E-09,7.18E-09,7.18E-09,7.18E-09,7.18E-09
6/16/2018,6.96E-09,6.96E-09,6.96E-09,6.96E-09,6.96E-09,6.96E-09
6/17/2018,6.52E-09,6.52E-09,6.52E-09,6.52E-09,6.52E-09,6.52E-09
6/18/2018,6.40E-09,6.40E-09,6.40E-09,6.40E-09,6.40E-09,6.40E-09
6/19/2018,6.62E-09,6.62E-09,6.62E-09,6.62E-09,6.62E-09,6.62E-09
6/20/2018,7.50E-09,7.50E-09,7.50E-09,7.50E-09,7.50E-09,7.50E-09
6/21/2018,7.19E-09,7.19E-09,7.19E-09,7.19E-09,7.19E-09,7.19E-09
6/22/2018,6.84E-09,6.84E-09,6.84E-09,6.84E-09,6.84E-09,6.84E-09
6/23/2018,7.02E-09,7.02E-09,7.02E-09,7.02E-09,7.02E-09,7.02E-09
6/24/2018,6.47E-09,6.47E-09,6.47E-09,6.47E-09,6.47E-09,6.47E-09
6/25/2018,7.02E-09,7.02E-09,7.02E-09,7.02E-09,7.02E-09,7.02E-09
6/26/2018,6.41E-09,6.41E-09,6.41E-09,6.41E-09,6.41E-09,6.41E-09
6/27/2018,6.13E-09,6.13E-09,6.13E-09,6.13E-09,6.13E-09,6.13E-09
6/28/2018,6.94E-09,6.94E-09,6.94E-09,6.94E-09,6.94E-09,6.94E-09
6/29/2018,7.24E-09,7.24E-09,7.24E-09,7.24E-09,7.24E-09,7.24E-09
6/30/2018,6.48E-09,6.48E-09,6.48E-09,6.48E-09,6.48E-09,6.48E-09
7/1/2018,6.93E-09,6.93E-09,6.93E-09,6.93E-09,6.93E-09,6.93E-09
7/2/2018,6.29E-09,6.29E-09,6.29E-09,6.29E-09,6.29E-09,6.29E-09
7/3/2018,5.75E-09,5.75E-09,5.75E-09,5.75E-09,5.75E-09,5.75E-09
7/4/2018,6.65E-09,6.65E-09,6.65E-09,6.65E-09,6.65E-09,6.65E-09
7/5/2018,7.01E-09,7.01E-09,7.01E-09,7.01E-09,7.01E-09,7.01E-09
7/6/2018,6.53E-09,6.53E-09,6.53E-09,6.53E-09,6.53E-09,6.53E-09
7/7/2018,6.06E-09,6.06E-09,6.06E-09,6.06E-09,6.06E-09,6.06E-09
7/8/2018,7.14E-09,7.14E-09,7.14E-09,7.14E-09,7.14E-09,7.14E-09
7/9/2018,6.15E-09,6.15E-09,6.15E-09,6.15E-09,6.15E-09,6.15E-09
7/10/2018,5.56E-09,5.56E-09,5.56E-09,5.56E-09,5.56E-09,5.56E-09
7/11/2018,5.56E-09,5.56E-09,5.56E-09,5.56E-09,5.56E-09,5.56E-09
7/12/2018,5.50E-09,5.50E-09,5.50E-09,5.50E-09,5.50E-09,5.50E-09
7/13/2018,6.61E-09,6.61E-09,6.61E-09,6.61E-09,6.61E-09,6.61E-09
7/14/2018,6.05E-09,6.05E-09,6.05E-09,6.05E-09,6.05E-09,6.05E-09
7/15/2018,5.56E-09,5.56E-09,5.56E-09,5.56E-09,5.56E-09,5.56E-09
7/16/2018,6.76E-09,6.76E-09,6.76E-09,6.76E-09,6.76E-09,6.76E-09
7/17/2018,7.03E-09,7.03E-09,7.03E-09,7.03E-09,7.03E-09,7.03E-09
7/18/2018,5.95E-09,5.95E-09,5.95E-09,5.95E-09,5.95E-09,5.95E-09
7/19/2018,6.84E-09,6.84E-09,6.84E-09,6.84E-09,6.84E-09,6.84E-09
7/20/2018,7.08E-09,7.08E-09,7.08E-09,7.08E-09,7.08E-09,7.08E-09
7/21/2018,5.75E-09,5.75E-09,5.75E-09,5.75E-09,5.75E-09,5.75E-09
