date,orgn fs1,orgn fs2,orgn fs3,orgn gw1,orgn gw2,orgn gw3
1/29/2017,7.77E-09,7.77E-09,7.77E-09,7.77E-09,7.77E-09,7.77E-09
1/30/2017,7.60E-09,7.60E-09,7.60E-09,7.60E-09,7.60E-09,7.60E-09
1/31/2017,7.76E-09,7.76E-09,7.76E-09,7.76E-09,7.76E-09,7.76E-09
2/1/2017,7.76E-09,7.76E-09,7.76E-09,7.76E-09,7.76E-09,7.76E-09
2/2/2017,7.67E-09,7.67E-09,7.67E-09,7.67E-09,7.67E-09,7.67E-09
2/3/2017,7.60E-09,7.60E-09,7.60E-09,7.60E-09,7.60E-09,7.60E-09
2/4/2017,7.14E-09,7.14E-09,7.14E-09,7.14E-09,7.14E-09,7.14E-09
2/5/2017,7.69E-09,7.69E-09,7.69E-09,7.69E-09,7.69E-09,7.69E-09
2/6/2017,7.49E-09,7.49E-09,7.49E-09,7.49E-09,7.49E-09,7.49E-09
2/7/2017,7.72E-09,7.72E-09,7.72E-09,7.72E-09,7.72E-09,7.72E-09
2/8/2017,7.46E-09,7.46E-09,7.46E-09,7.46E-09,7.46E-09,7.46E-09
2/9/2017,7.32E-09,7.32E-09,7.32E-09,7.32E-09,7.32E-09,7.32E-09
2/10/2017,7.11E-09,7.11E-09,7.11E-09,7.11E-09,7.11E-09,7.11E-09
2/11/2017,7.59E-09,7.59E-09,7.59E-09,7.59E-09,7.59E-09,7.59E-09
2/12/2017,7.77E-09,7.77E-09,7.77E-09,7.77E-09,7.77E-09,7.77E-09
2/13/2017,7.81E-09,7.81E-09,7.81E-09,7.81E-09,7.81E-09,7.81E-09
2/14/2017,7.78E-09,7.78E-09,7.78E-09,7.78E-09,7.78E-09,7.78E-09
2/15/2017,7.80E-09,7.80E-09,7.80E-09,7.80E-09,7.80E-09,7.80E-09
2/16/2017,7.38E-09,7.38E-09,7.38E-09,7.38E-09,7.38E-09,7.38E-09
2/17/2017,7.66E-09,7.66E-09,7.66E-09,7.66E-09,7.66E-09,7.66E-09
2/18/2017,7.11E-09,7.11E-09,7.11E-09,7.11E-09,7.11E-09,7.11E-09
2/19/2017,7.37E-09,7.37E-09,7.37E-09,7.37E-09,7.37E-09,7.37E-09
2/20/2017,7.57E-09,7.57E-09,7.57E-09,7.57E-09,7.57E-09,7.57E-09
2/21/2017,7.51E-09,7.51E-09,7.51E-09,7.51E-09,7.51E-09,7.51E-09
2/22/2017,7.35E-09,7.35E-09,7.35E-09,7.35E-09,7.35E-09,7.35E-09
2/23/2017,7.42E-09,7.42E-09,7.42E-09,7.42E-09,7.42E-09,7.42E-09
2/24/2017,7.62E-09,7.62E-09,7.62E-09,7.62E-09,7.62E-09,7.62E-09
2/25/2017,7.97E-09,7.97E-09,7.97E-09,7.97E-09,7.97E-09,7.97E-09
2/26/2017,8.04E-09,8.04E-09,8.04E-09,8.04E-09,8.04E-09,8.04E-09
2/27/2017,7.60E-09,7.60E-09,7.60E-09,7.60E-09,7.60E-09,7.60E-09
2/28/2017,7.86E-09,7.86E-09,7.86E-09,7.86E-09,7.86E-09,7.86E-09
3/1/2017,7.84E-09,7.84E-09,7.84E-09,7.84E-09,7.84E-09,7.84E-09
3/2/2017,7.82E-09,7.82E-09,7.82E-09,7.82E-09,7.82E-09,7.82E-09
3/3/2017,7.85E-09,7.85E-09,7.85E-09,7.85E-09,7.85E-09,7.85E-09
3/4/2017,7.89E-09,7.89E-09,7.89E-09,7.89E-09,7.89E-09,7.89E-09
3/5/2017,7.67E-09,7.67E-09,7.67E-09,7.67E-09,7.67E-09,7.67E-09
3/6/2017,7.71E-09,7.71E-09,7.71E-09,7.71E-09,7.71E-09,7.71E-09
3/7/2017,0.252,0.252,0.252,0.252,0.252,0.252
3/8/2017,1.89E-02,1.89E-02,1.89E-02,1.89E-02,1.89E-02,1.89E-02
3/9/2017,2.60E-03,2.60E-03,2.60E-03,2.60E-03,2.60E-03,2.60E-03
3/10/2017,4.75E-04,4.75E-04,4.75E-04,4.75E-04,4.75E-04,4.75E-04
3/11/2017,1.30E-04,1.30E-04,1.30E-04,1.30E-04,1.30E-04,1.30E-04
3/12/2017,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05
3/13/2017,7.92E-06,7.92E-06,7.92E-06,7.92E-06,7.92E-06,7.92E-06
3/14/2017,2.20E-06,2.20E-06,2.20E-06,2.20E-06,2.20E-06,2.20E-06
3/15/2017,6.03E-07,6.03E-07,6.03E-07,6.03E-07,6.03E-07,6.03E-07
3/16/2017,1.75E-07,1.75E-07,1.75E-07,1.75E-07,1.75E-07,1.75E-07
3/17/2017,5.52E-08,5.52E-08,5.52E-08,5.52E-08,5.52E-08,5.52E-08
3/18/2017,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08
3/19/2017,1.29E-08,1.29E-08,1.29E-08,1.29E-08,1.29E-08,1.29E-08
3/20/2017,9.64E-09,9.64E-09,9.64E-09,9.64E-09,9.64E-09,9.64E-09
3/21/2017,9.36E-09,9.36E-09,9.36E-09,9.36E-09,9.36E-09,9.36E-09
3/22/2017,9.28E-09,9.28E-09,9.28E-09,9.28E-09,9.28E-09,9.28E-09
3/23/2017,9.28E-09,9.28E-09,9.28E-09,9.28E-09,9.28E-09,9.28E-09
3/24/2017,9.43E-09,9.43E-09,9.43E-09,9.43E-09,9.43E-09,9.43E-09
3/25/2017,9.49E-09,9.49E-09,9.49E-09,9.49E-09,9.49E-09,9.49E-09
3/26/2017,9.58E-09,9.58E-09,9.58E-09,9.58E-09,9.58E-09,9.58E-09
3/27/2017,9.57E-09,9.57E-09,9.57E-09,9.57E-09,9.57E-09,9.57E-09
3/28/2017,9.56E-09,9.56E-09,9.56E-09,9.56E-09,9.56E-09,9.56E-09
3/29/2017,9.52E-09,9.52E-09,9.52E-09,9.52E-09,9.52E-09,9.52E-09
3/30/2017,9.54E-09,9.54E-09,9.54E-09,9.54E-09,9.54E-09,9.54E-09
3/31/2017,9.25E-09,9.25E-09,9.25E-09,9.25E-09,9.25E-09,9.25E-09
4/1/2017,0.516,0.516,0.516,0.516,0.516,0.516
4/2/2017,3.52E-02,3.52E-02,3.52E-02,3.52E-02,3.52E-02,3.52E-02
4/3/2017,4.53E-03,4.53E-03,4.53E-03,4.53E-03,4.53E-03,4.53E-03
4/4/2017,6.98E-04,6.98E-04,6.98E-04,6.98E-04,6.98E-04,6.98E-04
4/5/2017,1.15E-04,1.15E-04,1.15E-04,1.15E-04,1.15E-04,1.15E-04
4/6/2017,2.11E-05,2.11E-05,2.11E-05,2.11E-05,2.11E-05,2.11E-05
4/7/2017,4.27E-06,4.27E-06,4.27E-06,4.27E-06,4.27E-06,4.27E-06
4/8/2017,9.32E-07,9.32E-07,9.32E-07,9.32E-07,9.32E-07,9.32E-07
4/9/2017,2.16E-07,2.16E-07,2.16E-07,2.16E-07,2.16E-07,2.16E-07
4/10/2017,5.48E-08,5.48E-08,5.48E-08,5.48E-08,5.48E-08,5.48E-08
4/11/2017,1.96E-08,1.96E-08,1.96E-08,1.96E-08,1.96E-08,1.96E-08
4/12/2017,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08
4/13/2017,1.06E-08,1.06E-08,1.06E-08,1.06E-08,1.06E-08,1.06E-08
4/14/2017,1.02E-08,1.02E-08,1.02E-08,1.02E-08,1.02E-08,1.02E-08
4/15/2017,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08
4/16/2017,9.64E-09,9.64E-09,9.64E-09,9.64E-09,9.64E-09,9.64E-09
4/17/2017,9.29E-09,9.29E-09,9.29E-09,9.29E-09,9.29E-09,9.29E-09
4/18/2017,9.21E-09,9.21E-09,9.21E-09,9.21E-09,9.21E-09,9.21E-09
4/19/2017,9.70E-09,9.70E-09,9.70E-09,9.70E-09,9.70E-09,9.70E-09
4/20/2017,5.72E-02,5.72E-02,5.72E-02,5.72E-02,5.72E-02,5.72E-02
4/21/2017,5.59E-03,5.59E-03,5.59E-03,5.59E-03,5.59E-03,5.59E-03
4/22/2017,1.66,1.66,1.66,1.66,1.66,1.66
4/23/2017,9.17E-02,9.17E-02,9.17E-02,9.17E-02,9.17E-02,9.17E-02
4/24/2017,1.39E-02,1.39E-02,1.39E-02,1.39E-02,1.39E-02,1.39E-02
4/25/2017,0.222,0.222,0.222,0.222,0.222,0.222
4/26/2017,2.78E-02,2.78E-02,2.78E-02,2.78E-02,2.78E-02,2.78E-02
4/27/2017,2.80E-03,2.80E-03,2.80E-03,2.80E-03,2.80E-03,2.80E-03
4/28/2017,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04
4/29/2017,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05
4/30/2017,7.84E-06,7.84E-06,7.84E-06,7.84E-06,7.84E-06,7.84E-06
5/1/2017,1.47E-06,1.47E-06,1.47E-06,1.47E-06,1.47E-06,1.47E-06
5/2/2017,3.12E-07,3.12E-07,3.12E-07,3.12E-07,3.12E-07,3.12E-07
5/3/2017,7.10E-08,7.10E-08,7.10E-08,7.10E-08,7.10E-08,7.10E-08
5/4/2017,2.20E-08,2.20E-08,2.20E-08,2.20E-08,2.20E-08,2.20E-08
5/5/2017,1.13E-08,1.13E-08,1.13E-08,1.13E-08,1.13E-08,1.13E-08
5/6/2017,9.39E-09,9.39E-09,9.39E-09,9.39E-09,9.39E-09,9.39E-09
5/7/2017,8.81E-09,8.81E-09,8.81E-09,8.81E-09,8.81E-09,8.81E-09
5/8/2017,9.57E-09,9.57E-09,9.57E-09,9.57E-09,9.57E-09,9.57E-09
5/9/2017,8.15E-09,8.15E-09,8.15E-09,8.15E-09,8.15E-09,8.15E-09
5/10/2017,9.13E-09,9.13E-09,9.13E-09,9.13E-09,9.13E-09,9.13E-09
5/11/2017,8.45E-09,8.45E-09,8.45E-09,8.45E-09,8.45E-09,8.45E-09
5/12/2017,8.63E-09,8.63E-09,8.63E-09,8.63E-09,8.63E-09,8.63E-09
5/13/2017,8.78E-09,8.78E-09,8.78E-09,8.78E-09,8.78E-09,8.78E-09
5/14/2017,8.53E-09,8.53E-09,8.53E-09,8.53E-09,8.53E-09,8.53E-09
5/15/2017,8.25E-09,8.25E-09,8.25E-09,8.25E-09,8.25E-09,8.25E-09
5/16/2017,9.41E-09,9.41E-09,9.41E-09,9.41E-09,9.41E-09,9.41E-09
5/17/2017,8.78E-09,8.78E-09,8.78E-09,8.78E-09,8.78E-09,8.78E-09
5/18/2017,8.58E-09,8.58E-09,8.58E-09,8.58E-09,8.58E-09,8.58E-09
5/19/2017,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09
5/20/2017,8.34E-09,8.34E-09,8.34E-09,8.34E-09,8.34E-09,8.34E-09
5/21/2017,7.90E-09,7.90E-09,7.90E-09,7.90E-09,7.90E-09,7.90E-09
5/22/2017,9.04E-09,9.04E-09,9.04E-09,9.04E-09,9.04E-09,9.04E-09
5/23/2017,9.38E-09,9.38E-09,9.38E-09,9.38E-09,9.38E-09,9.38E-09
5/24/2017,9.39E-09,9.39E-09,9.39E-09,9.39E-09,9.39E-09,9.39E-09
5/25/2017,8.84E-09,8.84E-09,8.84E-09,8.84E-09,8.84E-09,8.84E-09
5/26/2017,8.81E-09,8.81E-09,8.81E-09,8.81E-09,8.81E-09,8.81E-09
5/27/2017,8.80E-09,8.80E-09,8.80E-09,8.80E-09,8.80E-09,8.80E-09
5/28/2017,8.55E-09,8.55E-09,8.55E-09,8.55E-09,8.55E-09,8.55E-09
5/29/2017,8.65E-09,8.65E-09,8.65E-09,8.65E-09,8.65E-09,8.65E-09
5/30/2017,7.78E-09,7.78E-09,7.78E-09,7.78E-09,7.78E-09,7.78E-09
5/31/2017,8.73E-09,8.73E-09,8.73E-09,8.73E-09,8.73E-09,8.73E-09
6/1/2017,8.20E-09,8.20E-09,8.20E-09,8.20E-09,8.20E-09,8.20E-09
6/2/2017,8.13E-09,8.13E-09,8.13E-09,8.13E-09,8.13E-09,8.13E-09
6/3/2017,7.65E-09,7.65E-09,7.65E-09,7.65E-09,7.65E-09,7.65E-09
6/4/2017,6.91E-09,6.91E-09,6.91E-09,6.91E-09,6.91E-09,6.91E-09
6/5/2017,7.98E-09,7.98E-09,7.98E-09,7.98E-09,7.98E-09,7.98E-09
6/6/2017,8.93E-09,8.93E-09,8.93E-09,8.93E-09,8.93E-09,8.93E-09
6/7/2017,8.36E-09,8.36E-09,8.36E-09,8.36E-09,8.36E-09,8.36E-09
6/8/2017,8.00E-09,8.00E-09,8.00E-09,8.00E-09,8.00E-09,8.00E-09
6/9/2017,6.78E-09,6.78E-09,6.78E-09,6.78E-09,6.78E-09,6.78E-09
6/10/2017,8.01E-09,8.01E-09,8.01E-09,8.01E-09,8.01E-09,8.01E-09
6/11/2017,8.79E-09,8.79E-09,8.79E-09,8.79E-09,8.79E-09,8.79E-09
6/12/2017,8.22E-09,8.22E-09,8.22E-09,8.22E-09,8.22E-09,8.22E-09
6/13/2017,8.43E-09,8.43E-09,8.43E-09,8.43E-09,8.43E-09,8.43E-09
6/14/2017,7.85E-09,7.85E-09,7.85E-09,7.85E-09,7.85E-09,7.85E-09
6/15/2017,6.87E-09,6.87E-09,6.87E-09,6.87E-09,6.87E-09,6.87E-09
6/16/2017,7.12E-09,7.12E-09,7.12E-09,7.12E-09,7.12E-09,7.12E-09
6/17/2017,6.89E-09,6.89E-09,6.89E-09,6.89E-09,6.89E-09,6.89E-09
6/18/2017,6.98E-09,6.98E-09,6.98E-09,6.98E-09,6.98E-09,6.98E-09
6/19/2017,8.03E-09,8.03E-09,8.03E-09,8.03E-09,8.03E-09,8.03E-09
6/20/2017,7.90E-09,7.90E-09,7.90E-09,7.90E-09,7.90E-09,7.90E-09
6/21/2017,8.02E-09,8.02E-09,8.02E-09,8.02E-09,8.02E-09,8.02E-09
6/22/2017,6.83E-09,6.83E-09,6.83E-09,6.83E-09,6.83E-09,6.83E-09
6/23/2017,6.49E-09,6.49E-09,6.49E-09,6.49E-09,6.49E-09,6.49E-09
6/24/2017,6.17E-09,6.17E-09,6.17E-09,6.17E-09,6.17E-09,6.17E-09
6/25/2017,7.30E-09,7.30E-09,7.30E-09,7.30E-09,7.30E-09,7.30E-09
6/26/2017,7.90E-09,7.90E-09,7.90E-09,7.90E-09,7.90E-09,7.90E-09
6/27/2017,6.40E-09,6.40E-09,6.40E-09,6.40E-09,6.40E-09,6.40E-09
6/28/2017,7.01E-09,7.01E-09,7.01E-09,7.01E-09,7.01E-09,7.01E-09
6/29/2017,6.36E-09,6.36E-09,6.36E-09,6.36E-09,6.36E-09,6.36E-09
6/30/2017,5.99E-09,5.99E-09,5.99E-09,5.99E-09,5.99E-09,5.99E-09
7/1/2017,5.86E-09,5.86E-09,5.86E-09,5.86E-09,5.86E-09,5.86E-09
7/2/2017,5.84E-09,5.84E-09,5.84E-09,5.84E-09,5.84E-09,5.84E-09
7/3/2017,5.69E-09,5.69E-09,5.69E-09,5.69E-09,5.69E-09,5.69E-09
7/4/2017,5.77E-09,5.77E-09,5.77E-09,5.77E-09,5.77E-09,5.77E-09
7/5/2017,6.83E-09,6.83E-09,6.83E-09,6.83E-09,6.83E-09,6.83E-09
7/6/2017,5.94E-09,5.94E-09,5.94E-09,5.94E-09,5.94E-09,5.94E-09
7/7/2017,5.58E-09,5.58E-09,5.58E-09,5.58E-09,5.58E-09,5.58E-09
7/8/2017,6.64E-09,6.64E-09,6.64E-09,6.64E-09,6.64E-09,6.64E-09
7/9/2017,7.15E-09,7.15E-09,7.15E-09,7.15E-09,7.15E-09,7.15E-09
7/10/2017,7.27E-09,7.27E-09,7.27E-09,7.27E-09,7.27E-09,7.27E-09
7/11/2017,6.19E-09,6.19E-09,6.19E-09,6.19E-09,6.19E-09,6.19E-09
7/12/2017,5.61E-09,5.61E-09,5.61E-09,5.61E-09,5.61E-09,5.61E-09
7/13/2017,6.70E-09,6.70E-09,6.70E-09,6.70E-09,6.70E-09,6.70E-09
7/14/2017,5.97E-09,5.97E-09,5.97E-09,5.97E-09,5.97E-09,5.97E-09
7/15/2017,5.58E-09,5.58E-09,5.58E-09,5.58E-09,5.58E-09,5.58E-09
7/16/2017,5.37E-09,5.37E-09,5.37E-09,5.37E-09,5.37E-09,5.37E-09
7/17/2017,6.55E-09,6.55E-09,6.55E-09,6.55E-09,6.55E-09,6.55E-09
7/18/2017,6.94E-09,6.94E-09,6.94E-09,6.94E-09,6.94E-09,6.94E-09
7/19/2017,5.73E-09,5.73E-09,5.73E-09,5.73E-09,5.73E-09,5.73E-09
7/20/2017,6.50E-09,6.50E-09,6.50E-09,6.50E-09,6.50E-09,6.50E-09
7/21/2017,6.81E-09,6.81E-09,6.81E-09,6.81E-09,6.81E-09,6.81E-09
7/22/2017,5.60E-09,5.60E-09,5.60E-09,5.60E-09,5.60E-09,5.60E-09
7/23/2017,5.08E-09,5.08E-09,5.08E-09,5.08E-09,5.08E-09,5.08E-09
7/24/2017,6.08E-09,6.08E-09,6.08E-09,6.08E-09,6.08E-09,6.08E-09
7/25/2017,5.28E-09,5.28E-09,5.28E-09,5.28E-09,5.28E-09,5.28E-09
7/26/2017,6.29E-09,6.29E-09,6.29E-09,6.29E-09,6.29E-09,6.29E-09
7/27/2017,6.80E-09,6.80E-09,6.80E-09,6.80E-09,6.80E-09,6.80E-09
7/28/2017,5.76E-09,5.76E-09,5.76E-09,5.76E-09,5.76E-09,5.76E-09
7/29/2017,5.24E-09,5.24E-09,5.24E-09,5.24E-09,5.24E-09,5.24E-09
7/30/2017,5.03E-09,5.03E-09,5.03E-09,5.03E-09,5.03E-09,5.03E-09
7/31/2017,4.80E-09,4.80E-09,4.80E-09,4.80E-09,4.80E-09,4.80E-09
8/1/2017,4.77E-09,4.77E-09,4.77E-09,4.77E-09,4.77E-09,4.77E-09
8/2/2017,4.74E-09,4.74E-09,4.74E-09,4.74E-09,4.74E-09,4.74E-09
8/3/2017,5.86E-09,5.86E-09,5.86E-09,5.86E-09,5.86E-09,5.86E-09
8/4/2017,5.06E-09,5.06E-09,5.06E-09,5.06E-09,5.06E-09,5.06E-09
8/5/2017,4.83E-09,4.83E-09,4.83E-09,4.83E-09,4.83E-09,4.83E-09
8/6/2017,4.90E-09,4.90E-09,4.90E-09,4.90E-09,4.90E-09,4.90E-09
8/7/2017,5.65E-09,5.65E-09,5.65E-09,5.65E-09,5.65E-09,5.65E-09
8/8/2017,5.23E-09,5.23E-09,5.23E-09,5.23E-09,5.23E-09,5.23E-09
8/9/2017,5.87E-09,5.87E-09,5.87E-09,5.87E-09,5.87E-09,5.87E-09
8/10/2017,5.06E-09,5.06E-09,5.06E-09,5.06E-09,5.06E-09,5.06E-09
8/11/2017,4.80E-09,4.80E-09,4.80E-09,4.80E-09,4.80E-09,4.80E-09
8/12/2017,5.59E-09,5.59E-09,5.59E-09,5.59E-09,5.59E-09,5.59E-09
8/13/2017,5.90E-09,5.90E-09,5.90E-09,5.90E-09,5.90E-09,5.90E-09
8/14/2017,5.03E-09,5.03E-09,5.03E-09,5.03E-09,5.03E-09,5.03E-09
8/15/2017,4.79E-09,4.79E-09,4.79E-09,4.79E-09,4.79E-09,4.79E-09
8/16/2017,4.62E-09,4.62E-09,4.62E-09,4.62E-09,4.62E-09,4.62E-09
8/17/2017,4.52E-09,4.52E-09,4.52E-09,4.52E-09,4.52E-09,4.52E-09
8/18/2017,5.54E-09,5.54E-09,5.54E-09,5.54E-09,5.54E-09,5.54E-09
8/19/2017,6.01E-09,6.01E-09,6.01E-09,6.01E-09,6.01E-09,6.01E-09
8/20/2017,5.17E-09,5.17E-09,5.17E-09,5.17E-09,5.17E-09,5.17E-09
8/21/2017,4.80E-09,4.80E-09,4.80E-09,4.80E-09,4.80E-09,4.80E-09
8/22/2017,4.61E-09,4.61E-09,4.61E-09,4.61E-09,4.61E-09,4.61E-09
8/23/2017,4.66E-09,4.66E-09,4.66E-09,4.66E-09,4.66E-09,4.66E-09
8/24/2017,4.83E-09,4.83E-09,4.83E-09,4.83E-09,4.83E-09,4.83E-09
8/25/2017,5.80E-09,5.80E-09,5.80E-09,5.80E-09,5.80E-09,5.80E-09
8/26/2017,4.98E-09,4.98E-09,4.98E-09,4.98E-09,4.98E-09,4.98E-09
8/27/2017,4.69E-09,4.69E-09,4.69E-09,4.69E-09,4.69E-09,4.69E-09
8/28/2017,5.58E-09,5.58E-09,5.58E-09,5.58E-09,5.58E-09,5.58E-09
8/29/2017,4.91E-09,4.91E-09,4.91E-09,4.91E-09,4.91E-09,4.91E-09
8/30/2017,4.67E-09,4.67E-09,4.67E-09,4.67E-09,4.67E-09,4.67E-09
8/31/2017,5.53E-09,5.53E-09,5.53E-09,5.53E-09,5.53E-09,5.53E-09
9/1/2017,5.89E-09,5.89E-09,5.89E-09,5.89E-09,5.89E-09,5.89E-09
9/2/2017,6.01E-09,6.01E-09,6.01E-09,6.01E-09,6.01E-09,6.01E-09
9/3/2017,5.27E-09,5.27E-09,5.27E-09,5.27E-09,5.27E-09,5.27E-09
9/4/2017,4.94E-09,4.94E-09,4.94E-09,4.94E-09,4.94E-09,4.94E-09
9/5/2017,4.58E-09,4.58E-09,4.58E-09,4.58E-09,4.58E-09,4.58E-09
9/6/2017,4.64E-09,4.64E-09,4.64E-09,4.64E-09,4.64E-09,4.64E-09
9/7/2017,4.45E-09,4.45E-09,4.45E-09,4.45E-09,4.45E-09,4.45E-09
9/8/2017,5.45E-09,5.45E-09,5.45E-09,5.45E-09,5.45E-09,5.45E-09
9/9/2017,5.00E-09,5.00E-09,5.00E-09,5.00E-09,5.00E-09,5.00E-09
9/10/2017,5.03E-09,5.03E-09,5.03E-09,5.03E-09,5.03E-09,5.03E-09
9/11/2017,4.83E-09,4.83E-09,4.83E-09,4.83E-09,4.83E-09,4.83E-09
9/12/2017,4.98E-09,4.98E-09,4.98E-09,4.98E-09,4.98E-09,4.98E-09
9/13/2017,5.76E-09,5.76E-09,5.76E-09,5.76E-09,5.76E-09,5.76E-09
9/14/2017,6.11E-09,6.11E-09,6.11E-09,6.11E-09,6.11E-09,6.11E-09
9/15/2017,6.29E-09,6.29E-09,6.29E-09,6.29E-09,6.29E-09,6.29E-09
9/16/2017,6.27E-09,6.27E-09,6.27E-09,6.27E-09,6.27E-09,6.27E-09
9/17/2017,5.26E-09,5.26E-09,5.26E-09,5.26E-09,5.26E-09,5.26E-09
9/18/2017,4.72E-09,4.72E-09,4.72E-09,4.72E-09,4.72E-09,4.72E-09
9/19/2017,4.51E-09,4.51E-09,4.51E-09,4.51E-09,4.51E-09,4.51E-09
9/20/2017,5.46E-09,5.46E-09,5.46E-09,5.46E-09,5.46E-09,5.46E-09
9/21/2017,4.89E-09,4.89E-09,4.89E-09,4.89E-09,4.89E-09,4.89E-09
9/22/2017,4.60E-09,4.60E-09,4.60E-09,4.60E-09,4.60E-09,4.60E-09
9/23/2017,5.27E-09,5.27E-09,5.27E-09,5.27E-09,5.27E-09,5.27E-09
9/24/2017,5.83E-09,5.83E-09,5.83E-09,5.83E-09,5.83E-09,5.83E-09
9/25/2017,5.26E-09,5.26E-09,5.26E-09,5.26E-09,5.26E-09,5.26E-09
9/26/2017,5.75E-09,5.75E-09,5.75E-09,5.75E-09,5.75E-09,5.75E-09
9/27/2017,4.94E-09,4.94E-09,4.94E-09,4.94E-09,4.94E-09,4.94E-09
9/28/2017,4.51E-09,4.51E-09,4.51E-09,4.51E-09,4.51E-09,4.51E-09
9/29/2017,5.42E-09,5.42E-09,5.42E-09,5.42E-09,5.42E-09,5.42E-09
9/30/2017,5.04E-09,5.04E-09,5.04E-09,5.04E-09,5.04E-09,5.04E-09
10/1/2017,5.27E-09,5.27E-09,5.27E-09,5.27E-09,5.27E-09,5.27E-09
10/2/2017,5.31E-09,5.31E-09,5.31E-09,5.31E-09,5.31E-09,5.31E-09
10/3/2017,5.97E-09,5.97E-09,5.97E-09,5.97E-09,5.97E-09,5.97E-09
10/4/2017,5.59E-09,5.59E-09,5.59E-09,5.59E-09,5.59E-09,5.59E-09
10/5/2017,5.16E-09,5.16E-09,5.16E-09,5.16E-09,5.16E-09,5.16E-09
10/6/2017,5.59E-09,5.59E-09,5.59E-09,5.59E-09,5.59E-09,5.59E-09
10/7/2017,5.76E-09,5.76E-09,5.76E-09,5.76E-09,5.76E-09,5.76E-09
10/8/2017,5.47E-09,5.47E-09,5.47E-09,5.47E-09,5.47E-09,5.47E-09
10/9/2017,5.79E-09,5.79E-09,5.79E-09,5.79E-09,5.79E-09,5.79E-09
10/10/2017,6.05E-09,6.05E-09,6.05E-09,6.05E-09,6.05E-09,6.05E-09
10/11/2017,5.62E-09,5.62E-09,5.62E-09,5.62E-09,5.62E-09,5.62E-09
10/12/2017,5.25E-09,5.25E-09,5.25E-09,5.25E-09,5.25E-09,5.25E-09
10/13/2017,5.74E-09,5.74E-09,5.74E-09,5.74E-09,5.74E-09,5.74E-09
10/14/2017,6.01E-09,6.01E-09,6.01E-09,6.01E-09,6.01E-09,6.01E-09
10/15/2017,5.92E-09,5.92E-09,5.92E-09,5.92E-09,5.92E-09,5.92E-09
10/16/2017,5.18E-09,5.18E-09,5.18E-09,5.18E-09,5.18E-09,5.18E-09
10/17/2017,4.91E-09,4.91E-09,4.91E-09,4.91E-09,4.91E-09,4.91E-09
10/18/2017,5.30E-09,5.30E-09,5.30E-09,5.30E-09,5.30E-09,5.30E-09
10/19/2017,4.86E-09,4.86E-09,4.86E-09,4.86E-09,4.86E-09,4.86E-09
10/20/2017,4.75E-09,4.75E-09,4.75E-09,4.75E-09,4.75E-09,4.75E-09
10/21/2017,4.53E-09,4.53E-09,4.53E-09,4.53E-09,4.53E-09,4.53E-09
10/22/2017,5.16E-09,5.16E-09,5.16E-09,5.16E-09,5.16E-09,5.16E-09
10/23/2017,5.46E-09,5.46E-09,5.46E-09,5.46E-09,5.46E-09,5.46E-09
10/24/2017,5.01E-09,5.01E-09,5.01E-09,5.01E-09,5.01E-09,5.01E-09
10/25/2017,5.60E-09,5.60E-09,5.60E-09,5.60E-09,5.60E-09,5.60E-09
10/26/2017,5.30E-09,5.30E-09,5.30E-09,5.30E-09,5.30E-09,5.30E-09
10/27/2017,5.11E-09,5.11E-09,5.11E-09,5.11E-09,5.11E-09,5.11E-09
10/28/2017,5.54E-09,5.54E-09,5.54E-09,5.54E-09,5.54E-09,5.54E-09
10/29/2017,5.61E-09,5.61E-09,5.61E-09,5.61E-09,5.61E-09,5.61E-09
10/30/2017,5.17E-09,5.17E-09,5.17E-09,5.17E-09,5.17E-09,5.17E-09
10/31/2017,5.49E-09,5.49E-09,5.49E-09,5.49E-09,5.49E-09,5.49E-09
11/1/2017,5.27E-09,5.27E-09,5.27E-09,5.27E-09,5.27E-09,5.27E-09
11/2/2017,5.13E-09,5.13E-09,5.13E-09,5.13E-09,5.13E-09,5.13E-09
11/3/2017,5.63E-09,5.63E-09,5.63E-09,5.63E-09,5.63E-09,5.63E-09
11/4/2017,5.18E-09,5.18E-09,5.18E-09,5.18E-09,5.18E-09,5.18E-09
11/5/2017,5.34E-09,5.34E-09,5.34E-09,5.34E-09,5.34E-09,5.34E-09
11/6/2017,5.28E-09,5.28E-09,5.28E-09,5.28E-09,5.28E-09,5.28E-09
11/7/2017,5.28E-09,5.28E-09,5.28E-09,5.28E-09,5.28E-09,5.28E-09
11/8/2017,5.65E-09,5.65E-09,5.65E-09,5.65E-09,5.65E-09,5.65E-09
11/9/2017,5.22E-09,5.22E-09,5.22E-09,5.22E-09,5.22E-09,5.22E-09
11/10/2017,5.46E-09,5.46E-09,5.46E-09,5.46E-09,5.46E-09,5.46E-09
