date,solp fs1,solp fs2,solp fs3,solp gw1,solp gw2,solp gw3
5/17/2017,2.23E-31,2.23E-31,2.23E-31,2.23E-31,2.23E-31,2.23E-31
5/18/2017,3.61E-33,3.61E-33,3.61E-33,3.61E-33,3.61E-33,3.61E-33
5/19/2017,1.07E-34,1.07E-34,1.07E-34,1.07E-34,1.07E-34,1.07E-34
5/20/2017,2.36E-36,2.36E-36,2.36E-36,2.36E-36,2.36E-36,2.36E-36
5/21/2017,4.36E-38,4.36E-38,4.36E-38,4.36E-38,4.36E-38,4.36E-38
5/22/2017,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07
5/23/2017,2.36E-07,2.36E-07,2.36E-07,2.36E-07,2.36E-07,2.36E-07
5/24/2017,4.30E-09,4.30E-09,4.30E-09,4.30E-09,4.30E-09,4.30E-09
5/25/2017,6.96E-11,6.96E-11,6.96E-11,6.96E-11,6.96E-11,6.96E-11
5/26/2017,1.79E-12,1.79E-12,1.79E-12,1.79E-12,1.79E-12,1.79E-12
5/27/2017,3.35E-14,3.35E-14,3.35E-14,3.35E-14,3.35E-14,3.35E-14
5/28/2017,5.24E-16,5.24E-16,5.24E-16,5.24E-16,5.24E-16,5.24E-16
5/29/2017,7.29E-18,7.29E-18,7.29E-18,7.29E-18,7.29E-18,7.29E-18
5/30/2017,1.73E-07,1.73E-07,1.73E-07,1.73E-07,1.73E-07,1.73E-07
5/31/2017,2.37E-07,2.37E-07,2.37E-07,2.37E-07,2.37E-07,2.37E-07
6/1/2017,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07
6/2/2017,3.93E-09,3.93E-09,3.93E-09,3.93E-09,3.93E-09,3.93E-09
6/3/2017,8.93E-11,8.93E-11,8.93E-11,8.93E-11,8.93E-11,8.93E-11
6/4/2017,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07
6/5/2017,2.85E-07,2.85E-07,2.85E-07,2.85E-07,2.85E-07,2.85E-07
6/6/2017,2.72E-07,2.72E-07,2.72E-07,2.72E-07,2.72E-07,2.72E-07
6/7/2017,7.27E-09,7.27E-09,7.27E-09,7.27E-09,7.27E-09,7.27E-09
6/8/2017,1.47E-10,1.47E-10,1.47E-10,1.47E-10,1.47E-10,1.47E-10
6/9/2017,1.97E-07,1.97E-07,1.97E-07,1.97E-07,1.97E-07,1.97E-07
6/10/2017,3.27E-07,3.27E-07,3.27E-07,3.27E-07,3.27E-07,3.27E-07
6/11/2017,3.71E-07,3.71E-07,3.71E-07,3.71E-07,3.71E-07,3.71E-07
6/12/2017,9.33E-09,9.33E-09,9.33E-09,9.33E-09,9.33E-09,9.33E-09
6/13/2017,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07
6/14/2017,4.54E-09,4.54E-09,4.54E-09,4.54E-09,4.54E-09,4.54E-09
6/15/2017,2.38E-07,2.38E-07,2.38E-07,2.38E-07,2.38E-07,2.38E-07
6/16/2017,2.43E-07,2.43E-07,2.43E-07,2.43E-07,2.43E-07,2.43E-07
6/17/2017,2.40E-07,2.40E-07,2.40E-07,2.40E-07,2.40E-07,2.40E-07
6/18/2017,2.53E-07,2.53E-07,2.53E-07,2.53E-07,2.53E-07,2.53E-07
6/19/2017,3.86E-07,3.86E-07,3.86E-07,3.86E-07,3.86E-07,3.86E-07
6/20/2017,3.20E-07,3.20E-07,3.20E-07,3.20E-07,3.20E-07,3.20E-07
6/21/2017,3.91E-07,3.91E-07,3.91E-07,3.91E-07,3.91E-07,3.91E-07
6/22/2017,2.89E-07,2.89E-07,2.89E-07,2.89E-07,2.89E-07,2.89E-07
6/23/2017,2.57E-07,2.57E-07,2.57E-07,2.57E-07,2.57E-07,2.57E-07
6/24/2017,2.22E-07,2.22E-07,2.22E-07,2.22E-07,2.22E-07,2.22E-07
6/25/2017,3.53E-07,3.53E-07,3.53E-07,3.53E-07,3.53E-07,3.53E-07
6/26/2017,4.16E-07,4.16E-07,4.16E-07,4.16E-07,4.16E-07,4.16E-07
6/27/2017,2.68E-07,2.68E-07,2.68E-07,2.68E-07,2.68E-07,2.68E-07
6/28/2017,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07
6/29/2017,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07
6/30/2017,2.08E-07,2.08E-07,2.08E-07,2.08E-07,2.08E-07,2.08E-07
7/1/2017,2.04E-07,2.04E-07,2.04E-07,2.04E-07,2.04E-07,2.04E-07
7/2/2017,1.96E-07,1.96E-07,1.96E-07,1.96E-07,1.96E-07,1.96E-07
7/3/2017,1.77E-07,1.77E-07,1.77E-07,1.77E-07,1.77E-07,1.77E-07
7/4/2017,1.77E-07,1.77E-07,1.77E-07,1.77E-07,1.77E-07,1.77E-07
7/5/2017,3.53E-07,3.53E-07,3.53E-07,3.53E-07,3.53E-07,3.53E-07
7/6/2017,2.37E-07,2.37E-07,2.37E-07,2.37E-07,2.37E-07,2.37E-07
7/7/2017,1.94E-07,1.94E-07,1.94E-07,1.94E-07,1.94E-07,1.94E-07
7/8/2017,4.11E-07,4.11E-07,4.11E-07,4.11E-07,4.11E-07,4.11E-07
7/9/2017,5.17E-07,5.17E-07,5.17E-07,5.17E-07,5.17E-07,5.17E-07
7/10/2017,5.58E-07,5.58E-07,5.58E-07,5.58E-07,5.58E-07,5.58E-07
7/11/2017,3.25E-07,3.25E-07,3.25E-07,3.25E-07,3.25E-07,3.25E-07
7/12/2017,2.19E-07,2.19E-07,2.19E-07,2.19E-07,2.19E-07,2.19E-07
7/13/2017,4.55E-07,4.55E-07,4.55E-07,4.55E-07,4.55E-07,4.55E-07
7/14/2017,3.02E-07,3.02E-07,3.02E-07,3.02E-07,3.02E-07,3.02E-07
7/15/2017,2.33E-07,2.33E-07,2.33E-07,2.33E-07,2.33E-07,2.33E-07
7/16/2017,1.98E-07,1.98E-07,1.98E-07,1.98E-07,1.98E-07,1.98E-07
7/17/2017,4.95E-07,4.95E-07,4.95E-07,4.95E-07,4.95E-07,4.95E-07
7/18/2017,6.35E-07,6.35E-07,6.35E-07,6.35E-07,6.35E-07,6.35E-07
7/19/2017,3.09E-07,3.09E-07,3.09E-07,3.09E-07,3.09E-07,3.09E-07
7/20/2017,5.53E-07,5.53E-07,5.53E-07,5.53E-07,5.53E-07,5.53E-07
7/21/2017,6.74E-07,6.74E-07,6.74E-07,6.74E-07,6.74E-07,6.74E-07
7/22/2017,3.27E-07,3.27E-07,3.27E-07,3.27E-07,3.27E-07,3.27E-07
7/23/2017,1.86E-07,1.86E-07,1.86E-07,1.86E-07,1.86E-07,1.86E-07
7/24/2017,5.06E-07,5.06E-07,5.06E-07,5.06E-07,5.06E-07,5.06E-07
7/25/2017,2.54E-07,2.54E-07,2.54E-07,2.54E-07,2.54E-07,2.54E-07
7/26/2017,5.62E-07,5.62E-07,5.62E-07,5.62E-07,5.62E-07,5.62E-07
7/27/2017,7.32E-07,7.32E-07,7.32E-07,7.32E-07,7.32E-07,7.32E-07
7/28/2017,3.87E-07,3.87E-07,3.87E-07,3.87E-07,3.87E-07,3.87E-07
7/29/2017,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07
7/30/2017,1.67E-07,1.67E-07,1.67E-07,1.67E-07,1.67E-07,1.67E-07
7/31/2017,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07
8/1/2017,1.07E-07,1.07E-07,1.07E-07,1.07E-07,1.07E-07,1.07E-07
8/2/2017,9.54E-08,9.54E-08,9.54E-08,9.54E-08,9.54E-08,9.54E-08
8/3/2017,5.85E-07,5.85E-07,5.85E-07,5.85E-07,5.85E-07,5.85E-07
8/4/2017,2.96E-07,2.96E-07,2.96E-07,2.96E-07,2.96E-07,2.96E-07
8/5/2017,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07
8/6/2017,1.47E-07,1.47E-07,1.47E-07,1.47E-07,1.47E-07,1.47E-07
8/7/2017,4.75E-07,4.75E-07,4.75E-07,4.75E-07,4.75E-07,4.75E-07
8/8/2017,3.42E-07,3.42E-07,3.42E-07,3.42E-07,3.42E-07,3.42E-07
8/9/2017,7.11E-07,7.11E-07,7.11E-07,7.11E-07,7.11E-07,7.11E-07
8/10/2017,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07
8/11/2017,2.22E-07,2.22E-07,2.22E-07,2.22E-07,2.22E-07,2.22E-07
8/12/2017,6.44E-07,6.44E-07,6.44E-07,6.44E-07,6.44E-07,6.44E-07
8/13/2017,8.77E-07,8.77E-07,8.77E-07,8.77E-07,8.77E-07,8.77E-07
8/14/2017,4.18E-07,4.18E-07,4.18E-07,4.18E-07,4.18E-07,4.18E-07
8/15/2017,2.41E-07,2.41E-07,2.41E-07,2.41E-07,2.41E-07,2.41E-07
8/16/2017,1.51E-07,1.51E-07,1.51E-07,1.51E-07,1.51E-07,1.51E-07
8/17/2017,1.11E-07,1.11E-07,1.11E-07,1.11E-07,1.11E-07,1.11E-07
8/18/2017,6.41E-07,6.41E-07,6.41E-07,6.41E-07,6.41E-07,6.41E-07
8/19/2017,9.44E-07,9.44E-07,9.44E-07,9.44E-07,9.44E-07,9.44E-07
8/20/2017,4.79E-07,4.79E-07,4.79E-07,4.79E-07,4.79E-07,4.79E-07
8/21/2017,2.50E-07,2.50E-07,2.50E-07,2.50E-07,2.50E-07,2.50E-07
8/22/2017,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07
8/23/2017,1.36E-07,1.36E-07,1.36E-07,1.36E-07,1.36E-07,1.36E-07
8/24/2017,1.48E-07,1.48E-07,1.48E-07,1.48E-07,1.48E-07,1.48E-07
8/25/2017,7.30E-07,7.30E-07,7.30E-07,7.30E-07,7.30E-07,7.30E-07
8/26/2017,3.86E-07,3.86E-07,3.86E-07,3.86E-07,3.86E-07,3.86E-07
8/27/2017,2.13E-07,2.13E-07,2.13E-07,2.13E-07,2.13E-07,2.13E-07
8/28/2017,7.38E-07,7.38E-07,7.38E-07,7.38E-07,7.38E-07,7.38E-07
8/29/2017,3.83E-07,3.83E-07,3.83E-07,3.83E-07,3.83E-07,3.83E-07
8/30/2017,2.08E-07,2.08E-07,2.08E-07,2.08E-07,2.08E-07,2.08E-07
8/31/2017,7.36E-07,7.36E-07,7.36E-07,7.36E-07,7.36E-07,7.36E-07
9/1/2017,1.06E-06,1.06E-06,1.06E-06,1.06E-06,1.06E-06,1.06E-06
9/2/2017,1.24E-06,1.24E-06,1.24E-06,1.24E-06,1.24E-06,1.24E-06
9/3/2017,7.06E-07,7.06E-07,7.06E-07,7.06E-07,7.06E-07,7.06E-07
9/4/2017,4.38E-07,4.38E-07,4.38E-07,4.38E-07,4.38E-07,4.38E-07
9/5/2017,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07
9/6/2017,1.63E-07,1.63E-07,1.63E-07,1.63E-07,1.63E-07,1.63E-07
9/7/2017,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07
9/8/2017,7.52E-07,7.52E-07,7.52E-07,7.52E-07,7.52E-07,7.52E-07
9/9/2017,4.99E-07,4.99E-07,4.99E-07,4.99E-07,4.99E-07,4.99E-07
9/10/2017,4.87E-07,4.87E-07,4.87E-07,4.87E-07,4.87E-07,4.87E-07
9/11/2017,3.77E-07,3.77E-07,3.77E-07,3.77E-07,3.77E-07,3.77E-07
9/12/2017,3.57E-07,3.57E-07,3.57E-07,3.57E-07,3.57E-07,3.57E-07
9/13/2017,9.49E-07,9.49E-07,9.49E-07,9.49E-07,9.49E-07,9.49E-07
9/14/2017,1.33E-06,1.33E-06,1.33E-06,1.33E-06,1.33E-06,1.33E-06
9/15/2017,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06
9/16/2017,1.68E-06,1.68E-06,1.68E-06,1.68E-06,1.68E-06,1.68E-06
9/17/2017,8.76E-07,8.76E-07,8.76E-07,8.76E-07,8.76E-07,8.76E-07
9/18/2017,4.85E-07,4.85E-07,4.85E-07,4.85E-07,4.85E-07,4.85E-07
9/19/2017,3.05E-07,3.05E-07,3.05E-07,3.05E-07,3.05E-07,3.05E-07
9/20/2017,9.18E-07,9.18E-07,9.18E-07,9.18E-07,9.18E-07,9.18E-07
9/21/2017,5.42E-07,5.42E-07,5.42E-07,5.42E-07,5.42E-07,5.42E-07
9/22/2017,3.43E-07,3.43E-07,3.43E-07,3.43E-07,3.43E-07,3.43E-07
9/23/2017,8.93E-07,8.93E-07,8.93E-07,8.93E-07,8.93E-07,8.93E-07
9/24/2017,1.34E-06,1.34E-06,1.34E-06,1.34E-06,1.34E-06,1.34E-06
9/25/2017,8.18E-07,8.18E-07,8.18E-07,8.18E-07,8.18E-07,8.18E-07
9/26/2017,1.26E-06,1.26E-06,1.26E-06,1.26E-06,1.26E-06,1.26E-06
9/27/2017,7.36E-07,7.36E-07,7.36E-07,7.36E-07,7.36E-07,7.36E-07
9/28/2017,4.09E-07,4.09E-07,4.09E-07,4.09E-07,4.09E-07,4.09E-07
9/29/2017,1.03E-06,1.03E-06,1.03E-06,1.03E-06,1.03E-06,1.03E-06
9/30/2017,7.27E-07,7.27E-07,7.27E-07,7.27E-07,7.27E-07,7.27E-07
10/1/2017,6.91E-07,6.91E-07,6.91E-07,6.91E-07,6.91E-07,6.91E-07
10/2/2017,6.84E-07,6.84E-07,6.84E-07,6.84E-07,6.84E-07,6.84E-07
10/3/2017,1.35E-06,1.35E-06,1.35E-06,1.35E-06,1.35E-06,1.35E-06
10/4/2017,1.05E-06,1.05E-06,1.05E-06,1.05E-06,1.05E-06,1.05E-06
10/5/2017,7.64E-07,7.64E-07,7.64E-07,7.64E-07,7.64E-07,7.64E-07
10/6/2017,1.29E-06,1.29E-06,1.29E-06,1.29E-06,1.29E-06,1.29E-06
10/7/2017,1.62E-06,1.62E-06,1.62E-06,1.62E-06,1.62E-06,1.62E-06
10/8/2017,1.08E-06,1.08E-06,1.08E-06,1.08E-06,1.08E-06,1.08E-06
10/9/2017,1.51E-06,1.51E-06,1.51E-06,1.51E-06,1.51E-06,1.51E-06
10/10/2017,1.86E-06,1.86E-06,1.86E-06,1.86E-06,1.86E-06,1.86E-06
10/11/2017,1.39E-06,1.39E-06,1.39E-06,1.39E-06,1.39E-06,1.39E-06
10/12/2017,9.38E-07,9.38E-07,9.38E-07,9.38E-07,9.38E-07,9.38E-07
10/13/2017,1.47E-06,1.47E-06,1.47E-06,1.47E-06,1.47E-06,1.47E-06
10/14/2017,1.88E-06,1.88E-06,1.88E-06,1.88E-06,1.88E-06,1.88E-06
10/15/2017,2.06E-06,2.06E-06,2.06E-06,2.06E-06,2.06E-06,2.06E-06
10/16/2017,1.28E-06,1.28E-06,1.28E-06,1.28E-06,1.28E-06,1.28E-06
10/17/2017,8.71E-07,8.71E-07,8.71E-07,8.71E-07,8.71E-07,8.71E-07
10/18/2017,1.34E-06,1.34E-06,1.34E-06,1.34E-06,1.34E-06,1.34E-06
10/19/2017,8.67E-07,8.67E-07,8.67E-07,8.67E-07,8.67E-07,8.67E-07
10/20/2017,6.87E-07,6.87E-07,6.87E-07,6.87E-07,6.87E-07,6.87E-07
10/21/2017,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07
10/22/2017,1.13E-06,1.13E-06,1.13E-06,1.13E-06,1.13E-06,1.13E-06
10/23/2017,1.61E-06,1.61E-06,1.61E-06,1.61E-06,1.61E-06,1.61E-06
10/24/2017,1.09E-06,1.09E-06,1.09E-06,1.09E-06,1.09E-06,1.09E-06
10/25/2017,1.65E-06,1.65E-06,1.65E-06,1.65E-06,1.65E-06,1.65E-06
10/26/2017,1.43E-06,1.43E-06,1.43E-06,1.43E-06,1.43E-06,1.43E-06
10/27/2017,1.15E-06,1.15E-06,1.15E-06,1.15E-06,1.15E-06,1.15E-06
10/28/2017,1.67E-06,1.67E-06,1.67E-06,1.67E-06,1.67E-06,1.67E-06
10/29/2017,2.02E-06,2.02E-06,2.02E-06,2.02E-06,2.02E-06,2.02E-06
10/30/2017,1.38E-06,1.38E-06,1.38E-06,1.38E-06,1.38E-06,1.38E-06
10/31/2017,1.76E-06,1.76E-06,1.76E-06,1.76E-06,1.76E-06,1.76E-06
11/1/2017,1.32E-06,1.32E-06,1.32E-06,1.32E-06,1.32E-06,1.32E-06
11/2/2017,1.04E-06,1.04E-06,1.04E-06,1.04E-06,1.04E-06,1.04E-06
11/3/2017,1.73E-06,1.73E-06,1.73E-06,1.73E-06,1.73E-06,1.73E-06
11/4/2017,1.32E-06,1.32E-06,1.32E-06,1.32E-06,1.32E-06,1.32E-06
11/5/2017,1.23E-06,1.23E-06,1.23E-06,1.23E-06,1.23E-06,1.23E-06
11/6/2017,1.22E-06,1.22E-06,1.22E-06,1.22E-06,1.22E-06,1.22E-06
11/7/2017,1.20E-06,1.20E-06,1.20E-06,1.20E-06,1.20E-06,1.20E-06
11/8/2017,1.88E-06,1.88E-06,1.88E-06,1.88E-06,1.88E-06,1.88E-06
11/9/2017,1.48E-06,1.48E-06,1.48E-06,1.48E-06,1.48E-06,1.48E-06
11/10/2017,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06
11/11/2017,2.38E-06,2.38E-06,2.38E-06,2.38E-06,2.38E-06,2.38E-06
11/12/2017,2.74E-06,2.74E-06,2.74E-06,2.74E-06,2.74E-06,2.74E-06
11/13/2017,3.06E-06,3.06E-06,3.06E-06,3.06E-06,3.06E-06,3.06E-06
11/14/2017,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06
11/15/2017,3.01E-06,3.01E-06,3.01E-06,3.01E-06,3.01E-06,3.01E-06
11/16/2017,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06
11/17/2017,1.95E-06,1.95E-06,1.95E-06,1.95E-06,1.95E-06,1.95E-06
11/18/2017,2.37E-06,2.37E-06,2.37E-06,2.37E-06,2.37E-06,2.37E-06
11/19/2017,2.67E-06,2.67E-06,2.67E-06,2.67E-06,2.67E-06,2.67E-06
11/20/2017,2.98E-06,2.98E-06,2.98E-06,2.98E-06,2.98E-06,2.98E-06
11/21/2017,3.25E-06,3.25E-06,3.25E-06,3.25E-06,3.25E-06,3.25E-06
11/22/2017,2.33E-06,2.33E-06,2.33E-06,2.33E-06,2.33E-06,2.33E-06
11/23/2017,2.77E-06,2.77E-06,2.77E-06,2.77E-06,2.77E-06,2.77E-06
11/24/2017,2.16E-06,2.16E-06,2.16E-06,2.16E-06,2.16E-06,2.16E-06
11/25/2017,2.66E-06,2.66E-06,2.66E-06,2.66E-06,2.66E-06,2.66E-06
11/26/2017,3.05E-06,3.05E-06,3.05E-06,3.05E-06,3.05E-06,3.05E-06
11/27/2017,3.29E-06,3.29E-06,3.29E-06,3.29E-06,3.29E-06,3.29E-06
11/28/2017,2.95E-06,2.95E-06,2.95E-06,2.95E-06,2.95E-06,2.95E-06
11/29/2017,3.08E-06,3.08E-06,3.08E-06,3.08E-06,3.08E-06,3.08E-06
11/30/2017,1.85E-06,1.85E-06,1.85E-06,1.85E-06,1.85E-06,1.85E-06
12/1/2017,2.40E-06,2.40E-06,2.40E-06,2.40E-06,2.40E-06,2.40E-06
12/2/2017,1.89E-06,1.89E-06,1.89E-06,1.89E-06,1.89E-06,1.89E-06
12/3/2017,2.46E-06,2.46E-06,2.46E-06,2.46E-06,2.46E-06,2.46E-06
12/4/2017,2.92E-06,2.92E-06,2.92E-06,2.92E-06,2.92E-06,2.92E-06
12/5/2017,3.24E-06,3.24E-06,3.24E-06,3.24E-06,3.24E-06,3.24E-06
12/6/2017,2.43E-06,2.43E-06,2.43E-06,2.43E-06,2.43E-06,2.43E-06
12/7/2017,3.09E-06,3.09E-06,3.09E-06,3.09E-06,3.09E-06,3.09E-06
12/8/2017,2.56E-06,2.56E-06,2.56E-06,2.56E-06,2.56E-06,2.56E-06
12/9/2017,3.16E-06,3.16E-06,3.16E-06,3.16E-06,3.16E-06,3.16E-06
12/10/2017,2.46E-06,2.46E-06,2.46E-06,2.46E-06,2.46E-06,2.46E-06
12/11/2017,3.08E-06,3.08E-06,3.08E-06,3.08E-06,3.08E-06,3.08E-06
12/12/2017,3.60E-06,3.60E-06,3.60E-06,3.60E-06,3.60E-06,3.60E-06
12/13/2017,4.03E-06,4.03E-06,4.03E-06,4.03E-06,4.03E-06,4.03E-06
12/14/2017,4.30E-06,4.30E-06,4.30E-06,4.30E-06,4.30E-06,4.30E-06
12/15/2017,4.52E-06,4.52E-06,4.52E-06,4.52E-06,4.52E-06,4.52E-06
12/16/2017,4.67E-06,4.67E-06,4.67E-06,4.67E-06,4.67E-06,4.67E-06
12/17/2017,3.52E-06,3.52E-06,3.52E-06,3.52E-06,3.52E-06,3.52E-06
12/18/2017,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06
12/19/2017,3.30E-06,3.30E-06,3.30E-06,3.30E-06,3.30E-06,3.30E-06
12/20/2017,2.49E-06,2.49E-06,2.49E-06,2.49E-06,2.49E-06,2.49E-06
12/21/2017,3.14E-06,3.14E-06,3.14E-06,3.14E-06,3.14E-06,3.14E-06
12/22/2017,1.35E-03,1.35E-03,1.35E-03,1.35E-03,1.35E-03,1.35E-03
12/23/2017,6.37E-04,6.37E-04,6.37E-04,6.37E-04,6.37E-04,6.37E-04
12/24/2017,2.46E-04,2.46E-04,2.46E-04,2.46E-04,2.46E-04,2.46E-04
12/25/2017,1.36E-04,1.36E-04,1.36E-04,1.36E-04,1.36E-04,1.36E-04
12/26/2017,8.65E-05,8.65E-05,8.65E-05,8.65E-05,8.65E-05,8.65E-05
12/27/2017,5.84E-05,5.84E-05,5.84E-05,5.84E-05,5.84E-05,5.84E-05
12/28/2017,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05
12/29/2017,2.40E-05,2.40E-05,2.40E-05,2.40E-05,2.40E-05,2.40E-05
12/30/2017,1.46E-05,1.46E-05,1.46E-05,1.46E-05,1.46E-05,1.46E-05
12/31/2017,1.09E-05,1.09E-05,1.09E-05,1.09E-05,1.09E-05,1.09E-05
1/1/2018,6.92E-06,6.92E-06,6.92E-06,6.92E-06,6.92E-06,6.92E-06
1/2/2018,6.01E-06,6.01E-06,6.01E-06,6.01E-06,6.01E-06,6.01E-06
1/3/2018,5.95E-06,5.95E-06,5.95E-06,5.95E-06,5.95E-06,5.95E-06
1/4/2018,5.77E-06,5.77E-06,5.77E-06,5.77E-06,5.77E-06,5.77E-06
1/5/2018,5.73E-06,5.73E-06,5.73E-06,5.73E-06,5.73E-06,5.73E-06
1/6/2018,4.24E-06,4.24E-06,4.24E-06,4.24E-06,4.24E-06,4.24E-06
1/7/2018,4.57E-06,4.57E-06,4.57E-06,4.57E-06,4.57E-06,4.57E-06
1/8/2018,4.93E-06,4.93E-06,4.93E-06,4.93E-06,4.93E-06,4.93E-06
1/9/2018,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06
1/10/2018,4.25E-06,4.25E-06,4.25E-06,4.25E-06,4.25E-06,4.25E-06
1/11/2018,3.12E-06,3.12E-06,3.12E-06,3.12E-06,3.12E-06,3.12E-06
1/12/2018,3.75E-06,3.75E-06,3.75E-06,3.75E-06,3.75E-06,3.75E-06
1/13/2018,2.75E-06,2.75E-06,2.75E-06,2.75E-06,2.75E-06,2.75E-06
1/14/2018,2.00E-06,2.00E-06,2.00E-06,2.00E-06,2.00E-06,2.00E-06
1/15/2018,1.83E-06,1.83E-06,1.83E-06,1.83E-06,1.83E-06,1.83E-06
1/16/2018,2.92E-06,2.92E-06,2.92E-06,2.92E-06,2.92E-06,2.92E-06
1/17/2018,2.44E-06,2.44E-06,2.44E-06,2.44E-06,2.44E-06,2.44E-06
1/18/2018,2.31E-06,2.31E-06,2.31E-06,2.31E-06,2.31E-06,2.31E-06
1/19/2018,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06
1/20/2018,3.90E-06,3.90E-06,3.90E-06,3.90E-06,3.90E-06,3.90E-06
1/21/2018,4.55E-06,4.55E-06,4.55E-06,4.55E-06,4.55E-06,4.55E-06
1/22/2018,5.03E-06,5.03E-06,5.03E-06,5.03E-06,5.03E-06,5.03E-06
1/23/2018,5.35E-06,5.35E-06,5.35E-06,5.35E-06,5.35E-06,5.35E-06
1/24/2018,5.66E-06,5.66E-06,5.66E-06,5.66E-06,5.66E-06,5.66E-06
1/25/2018,3.71E-06,3.71E-06,3.71E-06,3.71E-06,3.71E-06,3.71E-06
1/26/2018,4.16E-06,4.16E-06,4.16E-06,4.16E-06,4.16E-06,4.16E-06
1/27/2018,4.79E-06,4.79E-06,4.79E-06,4.79E-06,4.79E-06,4.79E-06
1/28/2018,5.20E-06,5.20E-06,5.20E-06,5.20E-06,5.20E-06,5.20E-06
1/29/2018,5.46E-06,5.46E-06,5.46E-06,5.46E-06,5.46E-06,5.46E-06
1/30/2018,3.92E-06,3.92E-06,3.92E-06,3.92E-06,3.92E-06,3.92E-06
1/31/2018,4.44E-06,4.44E-06,4.44E-06,4.44E-06,4.44E-06,4.44E-06
2/1/2018,5.04E-06,5.04E-06,5.04E-06,5.04E-06,5.04E-06,5.04E-06
2/2/2018,3.42E-06,3.42E-06,3.42E-06,3.42E-06,3.42E-06,3.42E-06
2/3/2018,4.14E-06,4.14E-06,4.14E-06,4.14E-06,4.14E-06,4.14E-06
2/4/2018,3.10E-06,3.10E-06,3.10E-06,3.10E-06,3.10E-06,3.10E-06
2/5/2018,3.96E-06,3.96E-06,3.96E-06,3.96E-06,3.96E-06,3.96E-06
2/6/2018,4.68E-06,4.68E-06,4.68E-06,4.68E-06,4.68E-06,4.68E-06
2/7/2018,3.25E-06,3.25E-06,3.25E-06,3.25E-06,3.25E-06,3.25E-06
2/8/2018,3.92E-06,3.92E-06,3.92E-06,3.92E-06,3.92E-06,3.92E-06
2/9/2018,4.68E-06,4.68E-06,4.68E-06,4.68E-06,4.68E-06,4.68E-06
2/10/2018,3.32E-06,3.32E-06,3.32E-06,3.32E-06,3.32E-06,3.32E-06
2/11/2018,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06
2/12/2018,4.67E-06,4.67E-06,4.67E-06,4.67E-06,4.67E-06,4.67E-06
2/13/2018,5.18E-06,5.18E-06,5.18E-06,5.18E-06,5.18E-06,5.18E-06
2/14/2018,5.71E-06,5.71E-06,5.71E-06,5.71E-06,5.71E-06,5.71E-06
2/15/2018,6.09E-06,6.09E-06,6.09E-06,6.09E-06,6.09E-06,6.09E-06
2/16/2018,2.04E-04,2.04E-04,2.04E-04,2.04E-04,2.04E-04,2.04E-04
2/17/2018,1.23E-04,1.23E-04,1.23E-04,1.23E-04,1.23E-04,1.23E-04
2/18/2018,8.75E-05,8.75E-05,8.75E-05,8.75E-05,8.75E-05,8.75E-05
2/19/2018,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05
2/20/2018,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05
2/21/2018,3.65E-05,3.65E-05,3.65E-05,3.65E-05,3.65E-05,3.65E-05
2/22/2018,2.87E-05,2.87E-05,2.87E-05,2.87E-05,2.87E-05,2.87E-05
2/23/2018,1.76E-05,1.76E-05,1.76E-05,1.76E-05,1.76E-05,1.76E-05
2/24/2018,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05
