date,solp fs1,solp fs2,solp fs3,solp gw1,solp gw2,solp gw3
2/25/2018,1.30E-05,1.30E-05,1.30E-05,1.30E-05,1.30E-05,1.30E-05
2/26/2018,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05
2/27/2018,1.02E-05,1.02E-05,1.02E-05,1.02E-05,1.02E-05,1.02E-05
2/28/2018,9.39E-06,9.39E-06,9.39E-06,9.39E-06,9.39E-06,9.39E-06
3/1/2018,8.64E-06,8.64E-06,8.64E-06,8.64E-06,8.64E-06,8.64E-06
3/2/2018,1.10E-02,1.10E-02,1.10E-02,1.10E-02,1.10E-02,1.10E-02
3/3/2018,9.97E-03,9.97E-03,9.97E-03,9.97E-03,9.97E-03,9.97E-03
3/4/2018,2.09E-02,2.09E-02,2.09E-02,2.09E-02,2.09E-02,2.09E-02
3/5/2018,8.59E-03,8.59E-03,8.59E-03,8.59E-03,8.59E-03,8.59E-03
3/6/2018,4.55E-02,4.55E-02,4.55E-02,4.55E-02,4.55E-02,4.55E-02
3/7/2018,1.04E-02,1.04E-02,1.04E-02,1.04E-02,1.04E-02,1.04E-02
3/8/2018,1.18E-02,1.18E-02,1.18E-02,1.18E-02,1.18E-02,1.18E-02
3/9/2018,4.67E-03,4.67E-03,4.67E-03,4.67E-03,4.67E-03,4.67E-03
3/10/2018,1.98E-02,1.98E-02,1.98E-02,1.98E-02,1.98E-02,1.98E-02
3/11/2018,6.29E-03,6.29E-03,6.29E-03,6.29E-03,6.29E-03,6.29E-03
3/12/2018,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03
3/13/2018,3.07E-04,3.07E-04,3.07E-04,3.07E-04,3.07E-04,3.07E-04
3/14/2018,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05
3/15/2018,2.86E-05,2.86E-05,2.86E-05,2.86E-05,2.86E-05,2.86E-05
3/16/2018,9.71E-06,9.71E-06,9.71E-06,9.71E-06,9.71E-06,9.71E-06
3/17/2018,3.65E-06,3.65E-06,3.65E-06,3.65E-06,3.65E-06,3.65E-06
3/18/2018,1.40E-06,1.40E-06,1.40E-06,1.40E-06,1.40E-06,1.40E-06
3/19/2018,7.32E-07,7.32E-07,7.32E-07,7.32E-07,7.32E-07,7.32E-07
3/20/2018,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07
3/21/2018,4.32E-09,4.32E-09,4.32E-09,4.32E-09,4.32E-09,4.32E-09
3/22/2018,5.36E-11,5.36E-11,5.36E-11,5.36E-11,5.36E-11,5.36E-11
3/23/2018,6.56E-13,6.56E-13,6.56E-13,6.56E-13,6.56E-13,6.56E-13
3/24/2018,7.92E-15,7.92E-15,7.92E-15,7.92E-15,7.92E-15,7.92E-15
3/25/2018,8.40E-04,8.40E-04,8.40E-04,8.40E-04,8.40E-04,8.40E-04
3/26/2018,2.11E-04,2.11E-04,2.11E-04,2.11E-04,2.11E-04,2.11E-04
3/27/2018,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05
3/28/2018,2.36E-05,2.36E-05,2.36E-05,2.36E-05,2.36E-05,2.36E-05
3/29/2018,8.75E-06,8.75E-06,8.75E-06,8.75E-06,8.75E-06,8.75E-06
3/30/2018,3.40E-06,3.40E-06,3.40E-06,3.40E-06,3.40E-06,3.40E-06
3/31/2018,1.48E-06,1.48E-06,1.48E-06,1.48E-06,1.48E-06,1.48E-06
4/1/2018,5.49E-07,5.49E-07,5.49E-07,5.49E-07,5.49E-07,5.49E-07
4/2/2018,6.75E-09,6.75E-09,6.75E-09,6.75E-09,6.75E-09,6.75E-09
4/3/2018,7.95E-11,7.95E-11,7.95E-11,7.95E-11,7.95E-11,7.95E-11
4/4/2018,8.58E-13,8.58E-13,8.58E-13,8.58E-13,8.58E-13,8.58E-13
4/5/2018,8.81E-15,8.81E-15,8.81E-15,8.81E-15,8.81E-15,8.81E-15
4/6/2018,8.72E-17,8.72E-17,8.72E-17,8.72E-17,8.72E-17,8.72E-17
4/7/2018,1.42E-18,1.42E-18,1.42E-18,1.42E-18,1.42E-18,1.42E-18
4/8/2018,2.09E-20,2.09E-20,2.09E-20,2.09E-20,2.09E-20,2.09E-20
4/9/2018,2.71E-22,2.71E-22,2.71E-22,2.71E-22,2.71E-22,2.71E-22
4/10/2018,3.22E-24,3.22E-24,3.22E-24,3.22E-24,3.22E-24,3.22E-24
4/11/2018,3.57E-26,3.57E-26,3.57E-26,3.57E-26,3.57E-26,3.57E-26
4/12/2018,3.73E-28,3.73E-28,3.73E-28,3.73E-28,3.73E-28,3.73E-28
4/13/2018,6.15E-30,6.15E-30,6.15E-30,6.15E-30,6.15E-30,6.15E-30
4/14/2018,2.21E-02,2.21E-02,2.21E-02,2.21E-02,2.21E-02,2.21E-02
4/15/2018,8.68E-03,8.68E-03,8.68E-03,8.68E-03,8.68E-03,8.68E-03
4/16/2018,2.46E-03,2.46E-03,2.46E-03,2.46E-03,2.46E-03,2.46E-03
4/17/2018,4.95E-04,4.95E-04,4.95E-04,4.95E-04,4.95E-04,4.95E-04
