Date,Value
24/08/2017,2.344E-05
25/08/2017,2.116E-06
26/08/2017,3.609E-07
27/08/2017,1.727E-07
28/08/2017,1.915E-07
29/08/2017,2.191E-07
30/08/2017,1.746E-07
31/08/2017,1.904E-07
01/09/2017,2.106E-07
02/09/2017,1.872E-07
03/09/2017,4.41E-07
04/09/2017,2.278E-07
05/09/2017,4.638E-07
06/09/2017,0.0001089
07/09/2017,1.001E-05
08/09/2017,1.43E-06
09/09/2017,4.392E-07
10/09/2017,2.686E-07
11/09/2017,1.852E-07
12/09/2017,1.446E-07
13/09/2017,1.129E-07
14/09/2017,4.079E-07
15/09/2017,2.288E-07
16/09/2017,1.418E-07
17/09/2017,1.054E-07
18/09/2017,1.196E-07
19/09/2017,1.121E-07
20/09/2017,1.248E-07
21/09/2017,1.112E-07
22/09/2017,1.156E-07
23/09/2017,8.427E-08
24/09/2017,6.57E-08
25/09/2017,6.114E-08
26/09/2017,6.651E-08
27/09/2017,6.43E-08
28/09/2017,1.813E-07
29/09/2017,4.532E-07
30/09/2017,3.764E-07
01/10/2017,2.913E-07
02/10/2017,2.2E-07
03/10/2017,1.623E-07
04/10/2017,1.889E-07
05/10/2017,2.483E-07
06/10/2017,4.693E-07
07/10/2017,6.11E-07
08/10/2017,6.865E-07
09/10/2017,0.003913
10/10/2017,0.0002763
11/10/2017,0.01404
12/10/2017,0.0007983
13/10/2017,3.298E-05
14/10/2017,1.912E-06
15/10/2017,6.671E-07
16/10/2017,4.905E-07
17/10/2017,3.902E-07
18/10/2017,3.093E-07
19/10/2017,2.84E-07
20/10/2017,2.736E-07
21/10/2017,2.602E-07
22/10/2017,2.479E-07
23/10/2017,5.456E-07
24/10/2017,7.537E-07
25/10/2017,5.668E-07
26/10/2017,4.937E-07
27/10/2017,3.872E-07
28/10/2017,6.825E-07
29/10/2017,0.05832
30/10/2017,0.03242
31/10/2017,0.001093
01/11/2017,5.654E-05
02/11/2017,0.01507
03/11/2017,0.02029
04/11/2017,0.001035
05/11/2017,0.2822
06/11/2017,0.007527
07/11/2017,0.001886
08/11/2017,0.0001109
09/11/2017,5.674E-06
10/11/2017,5.352E-07
11/11/2017,3.074E-07
12/11/2017,2.869E-07
13/11/2017,2.877E-07
14/11/2017,2.867E-07
15/11/2017,3.188E-07
16/11/2017,3.105E-07
17/11/2017,3.052E-07
18/11/2017,3.556E-07
19/11/2017,3.758E-07
20/11/2017,3.378E-07
21/11/2017,2.817E-07
22/11/2017,3.493E-07
23/11/2017,3.571E-07
24/11/2017,2.887E-07
25/11/2017,2.848E-07
26/11/2017,2.88E-07
27/11/2017,2.94E-07
28/11/2017,2.676E-07
29/11/2017,2.69E-07
30/11/2017,3.108E-07
01/12/2017,3.015E-07
02/12/2017,3.05E-07
03/12/2017,2.989E-07
04/12/2017,3.115E-07
05/12/2017,0.0001943
06/12/2017,1.54E-05
07/12/2017,1.239E-06
08/12/2017,3.712E-07
09/12/2017,3.185E-07
10/12/2017,3.235E-07
11/12/2017,3.315E-07
12/12/2017,3.993E-07
13/12/2017,3.652E-07
14/12/2017,3.809E-07
15/12/2017,4.114E-07
16/12/2017,5.963E-07
17/12/2017,7.53E-07
18/12/2017,5.637E-07
19/12/2017,0.002069
20/12/2017,0.0001218
21/12/2017,6.478E-06
22/12/2017,7.339E-07
23/12/2017,4.741E-07
24/12/2017,4.637E-07
25/12/2017,4.023E-07
26/12/2017,4.008E-07
27/12/2017,4.029E-07
28/12/2017,4.102E-07
29/12/2017,4.876E-07
30/12/2017,5.849E-07
31/12/2017,6.205E-07
01/01/2018,6.345E-07
02/01/2018,6.46E-07
03/01/2018,7.618E-07
04/01/2018,8.566E-07
05/01/2018,7.489E-07
06/01/2018,6.989E-07
07/01/2018,6.617E-07
08/01/2018,0.0001108
09/01/2018,9.909E-06
10/01/2018,0.001648
11/01/2018,0.000221
12/01/2018,3.508E-05
13/01/2018,9.804E-06
14/01/2018,3.415E-06
15/01/2018,1.86E-06
16/01/2018,0.0009803
17/01/2018,5.76E-05
18/01/2018,3.255E-06
19/01/2018,7.016E-07
20/01/2018,5.828E-07
21/01/2018,6.047E-07
22/01/2018,0.03555
23/01/2018,0.03174
24/01/2018,0.002975
25/01/2018,0.0009555
26/01/2018,0.0002183
27/01/2018,6.992E-05
28/01/2018,2.516E-05
29/01/2018,7.626E-06
30/01/2018,2.595E-06
31/01/2018,1.211E-06
01/02/2018,7.602E-07
02/02/2018,6.34E-07
03/02/2018,4.909E-07
04/02/2018,4.314E-07
05/02/2018,4.651E-07
06/02/2018,5.526E-07
07/02/2018,6.878E-07
08/02/2018,6.281E-07
09/02/2018,7.267E-07
10/02/2018,7.117E-07
11/02/2018,0.03986
12/02/2018,0.03875
13/02/2018,0.0124
14/02/2018,0.003636
15/02/2018,0.001117
16/02/2018,0.0003698
17/02/2018,0.0001273
18/02/2018,4.373E-05
19/02/2018,0.003468
20/02/2018,0.0002246
21/02/2018,0.0004228
22/02/2018,2.756E-05
23/02/2018,1.839E-06
24/02/2018,4.056E-07
25/02/2018,0.008801
26/02/2018,0.0004625
27/02/2018,2.06E-05
28/02/2018,1.101E-06
01/03/2018,3.206E-07
02/03/2018,3.025E-07
03/03/2018,2.691E-07
04/03/2018,2.615E-07
05/03/2018,2.645E-07
06/03/2018,2.583E-07
07/03/2018,2.657E-07
08/03/2018,2.676E-07
09/03/2018,2.884E-07
10/03/2018,2.78E-07
11/03/2018,2.772E-07
12/03/2018,2.874E-07
13/03/2018,2.826E-07
14/03/2018,3.186E-07
15/03/2018,3.235E-07
16/03/2018,3.058E-07
17/03/2018,2.894E-07
18/03/2018,2.821E-07
19/03/2018,2.936E-07
20/03/2018,0.0002703
21/03/2018,1.854E-05
22/03/2018,1.22E-06
23/03/2018,3.381E-07
24/03/2018,3.044E-07
25/03/2018,2.988E-07
26/03/2018,2.817E-07
27/03/2018,0.04134
28/03/2018,0.04054
29/03/2018,0.01012
30/03/2018,0.002843
31/03/2018,0.0008456
01/04/2018,0.0002673
02/04/2018,8.762E-05
03/04/2018,2.9E-05
04/04/2018,1.014E-05
05/04/2018,2.981E-06
06/04/2018,1.03E-06
07/04/2018,4.69E-07
08/04/2018,2.941E-07
09/04/2018,2.362E-07
10/04/2018,2.147E-07
11/04/2018,2.049E-07
12/04/2018,2.289E-07
13/04/2018,2.157E-07
14/04/2018,2.195E-07
15/04/2018,2.469E-07
16/04/2018,0.04295
17/04/2018,0.001833
18/04/2018,6.644E-05
19/04/2018,2.719E-06
20/04/2018,2.663E-07
21/04/2018,1.681E-07
22/04/2018,1.576E-07
23/04/2018,1.484E-07
24/04/2018,1.854E-07
25/04/2018,2.061E-07
26/04/2018,1.811E-07
27/04/2018,1.661E-07
28/04/2018,2.095E-07
29/04/2018,1.934E-07
30/04/2018,1.739E-07
01/05/2018,1.479E-07
02/05/2018,1.358E-07
03/05/2018,1.792E-07
04/05/2018,1.987E-07
05/05/2018,1.641E-07
06/05/2018,1.699E-07
07/05/2018,1.707E-07
08/05/2018,1.536E-07
09/05/2018,1.4E-07
10/05/2018,0.0002883
11/05/2018,2.081E-05
12/05/2018,1.397E-06
13/05/2018,2.533E-07
14/05/2018,1.652E-07
15/05/2018,2.11E-07
16/05/2018,1.709E-07
17/05/2018,1.578E-07
18/05/2018,1.841E-07
19/05/2018,2.252E-07
20/05/2018,2.438E-07
21/05/2018,1.844E-07
22/05/2018,2.224E-07
23/05/2018,1.776E-07
24/05/2018,1.515E-07
25/05/2018,1.406E-07
26/05/2018,1.471E-07
27/05/2018,1.642E-07
28/05/2018,1.417E-07
29/05/2018,1.405E-07
30/05/2018,1.274E-07
31/05/2018,1.618E-07
01/06/2018,1.699E-07
02/06/2018,1.8E-07
03/06/2018,2.475E-07
04/06/2018,2.229E-07
05/06/2018,2.157E-07
06/06/2018,2.117E-07
07/06/2018,1.811E-07
08/06/2018,1.7E-07
09/06/2018,1.656E-07
10/06/2018,2.087E-07
11/06/2018,2.032E-07
12/06/2018,1.635E-07
13/06/2018,2.53E-07
14/06/2018,2.011E-07
15/06/2018,1.747E-07
16/06/2018,1.467E-07
17/06/2018,1.248E-07
18/06/2018,2.346E-07
19/06/2018,2.593E-07
20/06/2018,2.527E-07
21/06/2018,1.73E-07
22/06/2018,2.606E-07
23/06/2018,3.041E-07
24/06/2018,3.304E-07
25/06/2018,1.891E-07
26/06/2018,1.161E-07
27/06/2018,0.0007374
28/06/2018,0.0009494
29/06/2018,6.69E-05
30/06/2018,4.903E-06
01/07/2018,4.254E-07
02/07/2018,2.565E-07
03/07/2018,1.092E-07
04/07/2018,4.356E-08
05/07/2018,2.668E-07
06/07/2018,3.585E-07
07/07/2018,1.62E-07
08/07/2018,6.896E-08
09/07/2018,3.012E-08
10/07/2018,2.284E-08
11/07/2018,2.911E-08
12/07/2018,9.337E-10
13/07/2018,3.028E-11
14/07/2018,3.104E-07
15/07/2018,1.317E-07
16/07/2018,1.644E-07
17/07/2018,0.00346
18/07/2018,0.0002047
19/07/2018,2.314E-05
20/07/2018,2.989E-06
21/07/2018,5.33E-07
22/07/2018,0.001715
23/07/2018,0.0008207
24/07/2018,6.232E-05
25/07/2018,0.004588
26/07/2018,0.0002252
27/07/2018,1.103E-05
28/07/2018,7.929E-07
29/07/2018,1.625E-07
30/07/2018,4.212E-07
31/07/2018,2.084E-07
01/08/2018,4.216E-07
02/08/2018,2.533E-07
03/08/2018,2.556E-07
04/08/2018,1.046E-07
05/08/2018,3.878E-08
06/08/2018,8.112E-08
07/08/2018,1.203E-07
08/08/2018,4.223E-07
09/08/2018,1.784E-07
10/08/2018,8.96E-08
11/08/2018,1.112E-07
12/08/2018,5.713E-08
13/08/2018,3.995E-07
14/08/2018,5.849E-07
15/08/2018,2.121E-07
16/08/2018,4.357E-07
17/08/2018,6.017E-07
18/08/2018,0.002699
19/08/2018,0.00051
20/08/2018,3.521E-05
21/08/2018,2.914E-06
22/08/2018,8.058E-07
23/08/2018,2.851E-07
24/08/2018,1.236E-07
25/08/2018,2.046E-07
26/08/2018,1.425E-07
27/08/2018,8.694E-08
28/08/2018,4.33E-08
29/08/2018,3.677E-07
30/08/2018,6.154E-07
31/08/2018,2.68E-07
01/09/2018,1.222E-07
02/09/2018,1.688E-07
03/09/2018,2.151E-07
04/09/2018,1.049E-07
05/09/2018,4.858E-08
06/09/2018,6.161E-08
07/09/2018,7.642E-08
08/09/2018,4.031E-07
09/09/2018,7.114E-07
10/09/2018,0.02296
11/09/2018,0.002314
12/09/2018,0.0001294
13/09/2018,7.223E-06
14/09/2018,5.034E-07
15/09/2018,1.026E-07
16/09/2018,4.707E-08
17/09/2018,4.338E-07
18/09/2018,6.617E-07
19/09/2018,5.799E-07
20/09/2018,3.449E-07
21/09/2018,5.725E-07
22/09/2018,4.272E-07
23/09/2018,3.115E-07
24/09/2018,2.213E-07
25/09/2018,5.796E-07
26/09/2018,7.834E-07
27/09/2018,8.831E-07
28/09/2018,9.364E-07
29/09/2018,5.034E-07
30/09/2018,6.025E-07
01/10/2018,8.571E-07
02/10/2018,0.01112
03/10/2018,0.0006012
04/10/2018,2.936E-05
05/10/2018,1.684E-06
06/10/2018,0.02526
07/10/2018,0.003599
08/10/2018,0.000174
09/10/2018,8.303E-06
10/10/2018,5.92E-07
11/10/2018,4.725E-07
12/10/2018,4.283E-07
13/10/2018,6.024E-07
14/10/2018,4.468E-07
15/10/2018,3.671E-07
16/10/2018,3.815E-07
17/10/2018,4.033E-07
18/10/2018,4.415E-07
19/10/2018,4.715E-07
20/10/2018,6.541E-07
21/10/2018,7.618E-07
22/10/2018,5.614E-07
23/10/2018,5.744E-07
24/10/2018,5.389E-07
25/10/2018,5.062E-07
26/10/2018,4.916E-07
27/10/2018,0.004203
28/10/2018,0.0002471
29/10/2018,1.156E-05
30/10/2018,1.016E-06
31/10/2018,0.0002483
01/11/2018,0.007801
02/11/2018,0.0004235
03/11/2018,1.669E-05
04/11/2018,1.004E-06
05/11/2018,4.61E-07
06/11/2018,3.901E-07
07/11/2018,3.279E-07
08/11/2018,3.047E-07
09/11/2018,3.572E-07
10/11/2018,3.352E-07
11/11/2018,3.027E-07
12/11/2018,3.239E-07
13/11/2018,3.606E-07
14/11/2018,3.261E-07
15/11/2018,3.772E-07
16/11/2018,3.901E-07
17/11/2018,3.34E-07
18/11/2018,3.748E-07
19/11/2018,3.515E-07
20/11/2018,3.353E-07
21/11/2018,3.929E-07
22/11/2018,3.768E-07
23/11/2018,3.713E-07
24/11/2018,4.114E-07
25/11/2018,0.001385
26/11/2018,8.042E-05
27/11/2018,3.723E-06
28/11/2018,4.593E-07
29/11/2018,0.0003363
30/11/2018,2.233E-05
01/12/2018,1.513E-06
02/12/2018,0.01106
03/12/2018,0.0006026
04/12/2018,2.758E-05
05/12/2018,1.605E-06
06/12/2018,4.926E-07
07/12/2018,4.35E-07
08/12/2018,4.337E-07
09/12/2018,4.263E-07
10/12/2018,4.205E-07
11/12/2018,4.225E-07
12/12/2018,4.723E-07
13/12/2018,4.667E-07
14/12/2018,4.728E-07
15/12/2018,4.899E-07
16/12/2018,0.04786
17/12/2018,0.05295
18/12/2018,0.01292
19/12/2018,0.004977
20/12/2018,0.003194
21/12/2018,0.07898
22/12/2018,0.05837
