Date,Value
23/08/2017,0.002946
24/08/2017,0.0002257
25/08/2017,1.857E-05
26/08/2017,1.784E-06
27/08/2017,1.82E-07
28/08/2017,2.177E-08
29/08/2017,3.608E-09
30/08/2017,9.479E-10
31/08/2017,4.462E-10
01/09/2017,3.539E-10
02/09/2017,2.818E-10
03/09/2017,6.143E-10
04/09/2017,3.054E-10
05/09/2017,8.38E-10
06/09/2017,0.001096
07/09/2017,9.604E-05
08/09/2017,8.391E-06
09/09/2017,7.708E-07
10/09/2017,8.608E-08
11/09/2017,1.267E-08
12/09/2017,2.204E-09
13/09/2017,4.591E-10
14/09/2017,5.63E-10
15/09/2017,2.878E-10
16/09/2017,1.765E-10
17/09/2017,1.328E-10
18/09/2017,1.492E-10
19/09/2017,1.396E-10
20/09/2017,1.543E-10
21/09/2017,1.368E-10
22/09/2017,1.411E-10
23/09/2017,1.037E-10
24/09/2017,8.119E-11
25/09/2017,7.561E-11
26/09/2017,8.119E-11
27/09/2017,7.866E-11
28/09/2017,2.116E-10
29/09/2017,4.934E-10
30/09/2017,4.001E-10
01/10/2017,3.082E-10
02/10/2017,2.333E-10
03/10/2017,1.734E-10
04/10/2017,1.986E-10
05/10/2017,2.59E-10
06/10/2017,4.668E-10
07/10/2017,5.675E-10
08/10/2017,6.131E-10
09/10/2017,0.01661
10/10/2017,0.001171
11/10/2017,0.05574
12/10/2017,0.003167
13/10/2017,0.0001292
14/10/2017,6.299E-06
15/10/2017,3.574E-07
16/10/2017,2.122E-08
17/10/2017,2.627E-09
18/10/2017,5.465E-10
19/10/2017,3.298E-10
20/10/2017,2.935E-10
21/10/2017,2.703E-10
22/10/2017,2.564E-10
23/10/2017,5.414E-10
24/10/2017,7.813E-10
25/10/2017,5.521E-10
26/10/2017,4.668E-10
27/10/2017,3.629E-10
28/10/2017,6.206E-10
29/10/2017,0.1642
30/10/2017,0.1377
31/10/2017,0.004662
01/11/2017,0.0002383
02/11/2017,0.0493
03/11/2017,0.0623
04/11/2017,0.003174
05/11/2017,0.6225
06/11/2017,0.0166
07/11/2017,0.01155
08/11/2017,0.0006864
09/11/2017,3.344E-05
10/11/2017,1.478E-06
11/11/2017,6.78E-08
12/11/2017,4.242E-09
13/11/2017,1.417E-09
14/11/2017,1.268E-09
15/11/2017,1.376E-09
16/11/2017,1.316E-09
17/11/2017,1.283E-09
18/11/2017,1.46E-09
19/11/2017,1.46E-09
20/11/2017,1.408E-09
21/11/2017,1.199E-09
22/11/2017,1.485E-09
23/11/2017,1.622E-09
24/11/2017,1.283E-09
25/11/2017,1.241E-09
26/11/2017,1.24E-09
27/11/2017,1.251E-09
28/11/2017,1.117E-09
29/11/2017,1.108E-09
30/11/2017,1.263E-09
01/12/2017,1.206E-09
02/12/2017,1.204E-09
03/12/2017,1.159E-09
04/12/2017,1.19E-09
05/12/2017,0.002182
06/12/2017,0.0001695
07/12/2017,1.034E-05
08/12/2017,6.044E-07
09/12/2017,3.628E-08
10/12/2017,3.401E-09
11/12/2017,1.457E-09
12/12/2017,1.594E-09
13/12/2017,1.429E-09
14/12/2017,1.462E-09
15/12/2017,1.557E-09
16/12/2017,1.309E-09
17/12/2017,1.3E-09
18/12/2017,1.341E-09
19/12/2017,0.0149
20/12/2017,0.000875
21/12/2017,4.408E-05
22/12/2017,2.18E-06
23/12/2017,1.132E-07
24/12/2017,6.288E-09
25/12/2017,1.527E-09
26/12/2017,1.331E-09
27/12/2017,1.311E-09
28/12/2017,1.315E-09
29/12/2017,1.049E-09
30/12/2017,1.032E-09
31/12/2017,1.01E-09
01/01/2018,9.969E-10
02/01/2018,9.96E-10
03/01/2018,1.148E-09
04/01/2018,1.256E-09
05/01/2018,1.085E-09
06/01/2018,1.006E-09
07/01/2018,9.559E-10
08/01/2018,0.0001121
09/01/2018,9.424E-06
10/01/2018,0.004704
11/01/2018,0.0004145
12/01/2018,1.595E-05
13/01/2018,3.866E-07
14/01/2018,1.271E-08
15/01/2018,1.642E-09
16/01/2018,1.082E-09
17/01/2018,1.006E-09
18/01/2018,9.656E-10
19/01/2018,8.741E-10
20/01/2018,1.107E-09
21/01/2018,1.286E-09
22/01/2018,0.03644
23/01/2018,0.07598
24/01/2018,0.003451
25/01/2018,0.004576
26/01/2018,0.0003211
27/01/2018,2.635E-05
28/01/2018,4.633E-06
29/01/2018,1.082E-06
30/01/2018,2.802E-07
31/01/2018,7.546E-08
01/02/2018,2.118E-08
02/02/2018,6.804E-09
03/02/2018,2.711E-09
04/02/2018,1.534E-09
05/02/2018,1.346E-09
06/02/2018,1.472E-09
07/02/2018,1.334E-09
08/02/2018,1.069E-09
09/02/2018,1.154E-09
10/02/2018,1.4E-09
11/02/2018,0.09646
12/02/2018,0.009586
13/02/2018,0.001913
14/02/2018,0.0004921
15/02/2018,0.0001315
16/02/2018,3.682E-05
17/02/2018,1.045E-05
18/02/2018,3.049E-06
19/02/2018,0.01528
20/02/2018,0.0009625
21/02/2018,0.004816
22/02/2018,0.000307
23/02/2018,1.524E-05
24/02/2018,6.1E-07
25/02/2018,2.52E-08
26/02/2018,2.462E-09
27/02/2018,1.545E-09
28/02/2018,1.636E-09
01/03/2018,1.844E-09
02/03/2018,1.902E-09
03/03/2018,1.76E-09
04/03/2018,1.698E-09
05/03/2018,1.692E-09
06/03/2018,1.634E-09
07/03/2018,1.663E-09
08/03/2018,1.653E-09
09/03/2018,1.757E-09
10/03/2018,1.668E-09
11/03/2018,1.647E-09
12/03/2018,1.687E-09
13/03/2018,1.637E-09
14/03/2018,1.818E-09
15/03/2018,1.814E-09
16/03/2018,1.697E-09
17/03/2018,1.594E-09
18/03/2018,1.543E-09
19/03/2018,1.588E-09
20/03/2018,0.002072
21/03/2018,0.0001399
22/03/2018,7.046E-06
23/03/2018,3.347E-07
24/03/2018,1.695E-08
25/03/2018,2.184E-09
26/03/2018,1.433E-09
27/03/2018,0.2774
28/03/2018,0.02255
29/03/2018,0.003574
30/03/2018,0.0008378
31/03/2018,0.0002171
01/04/2018,5.991E-05
02/04/2018,1.691E-05
03/04/2018,4.766E-06
04/04/2018,1.433E-06
05/04/2018,3.547E-07
06/04/2018,9.347E-08
07/04/2018,2.614E-08
08/04/2018,8.317E-09
09/04/2018,3.489E-09
10/04/2018,2.14E-09
11/04/2018,1.739E-09
12/04/2018,1.823E-09
13/04/2018,1.68E-09
14/04/2018,1.682E-09
15/04/2018,1.879E-09
16/04/2018,0.1376
17/04/2018,0.005872
18/04/2018,0.0002121
19/04/2018,8.128E-06
20/04/2018,2.967E-07
21/04/2018,1.247E-08
22/04/2018,1.922E-09
23/04/2018,1.408E-09
24/04/2018,1.674E-09
25/04/2018,1.806E-09
26/04/2018,1.565E-09
27/04/2018,1.427E-09
28/04/2018,1.769E-09
29/04/2018,1.61E-09
30/04/2018,1.438E-09
01/05/2018,1.223E-09
02/05/2018,1.125E-09
03/05/2018,1.466E-09
04/05/2018,1.589E-09
05/05/2018,1.299E-09
06/05/2018,1.335E-09
07/05/2018,1.323E-09
08/05/2018,1.183E-09
09/05/2018,1.077E-09
10/05/2018,0.001361
11/05/2018,9.753E-05
12/05/2018,5.526E-06
13/05/2018,2.902E-07
14/05/2018,1.57E-08
15/05/2018,2.169E-09
16/05/2018,1.201E-09
17/05/2018,1.074E-09
18/05/2018,1.23E-09
19/05/2018,1.471E-09
20/05/2018,1.557E-09
21/05/2018,1.168E-09
22/05/2018,1.421E-09
23/05/2018,1.119E-09
24/05/2018,9.516E-10
25/05/2018,8.838E-10
26/05/2018,9.137E-10
27/05/2018,1.001E-09
28/05/2018,8.515E-10
29/05/2018,8.353E-10
30/05/2018,7.432E-10
31/05/2018,9.074E-10
01/06/2018,9.153E-10
02/06/2018,9.449E-10
03/06/2018,1.242E-09
04/06/2018,1.088E-09
05/06/2018,1.04E-09
06/06/2018,9.988E-10
07/06/2018,8.42E-10
08/06/2018,7.783E-10
09/06/2018,7.428E-10
10/06/2018,8.97E-10
11/06/2018,8.39E-10
12/06/2018,6.578E-10
13/06/2018,9.884E-10
14/06/2018,7.327E-10
15/06/2018,6.127E-10
16/06/2018,4.99E-10
17/06/2018,4.356E-10
18/06/2018,9.105E-10
19/06/2018,1.029E-09
20/06/2018,9.266E-10
21/06/2018,6.332E-10
22/06/2018,9.014E-10
23/06/2018,1.021E-09
24/06/2018,1.218E-09
25/06/2018,6.828E-10
26/06/2018,3.933E-10
27/06/2018,0.005768
28/06/2018,0.0004648
29/06/2018,2.529E-05
30/06/2018,1.605E-06
01/07/2018,1.126E-07
02/07/2018,9.358E-09
03/07/2018,1.063E-09
04/07/2018,2.004E-10
05/07/2018,4.913E-10
06/07/2018,5.988E-10
07/07/2018,2.651E-10
08/07/2018,1.144E-10
09/07/2018,5.596E-11
10/07/2018,4.586E-11
11/07/2018,5.114E-11
12/07/2018,4.005E-11
13/07/2018,3.511E-11
14/07/2018,4.088E-10
15/07/2018,1.773E-10
16/07/2018,2.136E-10
17/07/2018,0.04597
18/07/2018,0.002716
19/07/2018,0.0003056
20/07/2018,3.899E-05
21/07/2018,5.144E-06
22/07/2018,0.01183
23/07/2018,0.004642
24/07/2018,0.0003467
25/07/2018,0.04176
26/07/2018,0.002045
27/07/2018,9.688E-05
28/07/2018,5.571E-06
29/07/2018,4.574E-07
30/07/2018,5.586E-08
31/07/2018,7.317E-09
01/08/2018,1.471E-09
02/08/2018,4.558E-10
03/08/2018,3.001E-10
04/08/2018,1.23E-10
05/08/2018,5.53E-11
06/08/2018,9.707E-11
07/08/2018,1.354E-10
08/08/2018,5.111E-10
09/08/2018,1.974E-10
10/08/2018,1.003E-10
11/08/2018,1.218E-10
12/08/2018,6.823E-11
13/08/2018,4.068E-10
14/08/2018,7.862E-10
15/08/2018,2.999E-10
16/08/2018,4.603E-10
17/08/2018,7.534E-10
18/08/2018,0.02096
19/08/2018,0.004142
20/08/2018,0.0002858
21/08/2018,2.004E-05
22/08/2018,1.304E-06
23/08/2018,7.44E-08
24/08/2018,5.427E-09
25/08/2018,6.708E-10
26/08/2018,2.039E-10
27/08/2018,1.009E-10
28/08/2018,5.029E-11
29/08/2018,3.37E-10
30/08/2018,5.225E-10
31/08/2018,2.269E-10
01/09/2018,1.068E-10
02/09/2018,1.467E-10
03/09/2018,1.815E-10
04/09/2018,9.295E-11
05/09/2018,5.056E-11
06/09/2018,6.055E-11
07/09/2018,7.105E-11
08/09/2018,3.334E-10
09/09/2018,5.402E-10
10/09/2018,0.1255
11/09/2018,0.02254
12/09/2018,0.001332
13/09/2018,7.495E-05
14/09/2018,4.443E-06
15/09/2018,4.203E-07
16/09/2018,3.695E-08
17/09/2018,3.917E-09
18/09/2018,9.021E-10
19/09/2018,4.856E-10
20/09/2018,2.761E-10
21/09/2018,4.364E-10
22/09/2018,3.133E-10
23/09/2018,2.312E-10
24/09/2018,1.67E-10
25/09/2018,4.836E-10
26/09/2018,6.961E-10
27/09/2018,7.076E-10
28/09/2018,7.458E-10
29/09/2018,3.87E-10
30/09/2018,4.398E-10
01/10/2018,5.882E-10
02/10/2018,0.07279
03/10/2018,0.003932
04/10/2018,0.000188
05/10/2018,8.01E-06
06/10/2018,0.08284
07/10/2018,0.03597
08/10/2018,0.001851
09/10/2018,8.817E-05
10/10/2018,4.174E-06
11/10/2018,2.013E-07
12/10/2018,1.113E-08
13/10/2018,1.559E-09
14/10/2018,7.327E-10
15/10/2018,5.682E-10
16/10/2018,5.784E-10
17/10/2018,5.972E-10
18/10/2018,6.416E-10
19/10/2018,6.686E-10
20/10/2018,9.502E-10
21/10/2018,1.092E-09
22/10/2018,7.822E-10
23/10/2018,7.941E-10
24/10/2018,7.343E-10
25/10/2018,6.864E-10
26/10/2018,6.644E-10
27/10/2018,0.02663
28/10/2018,0.001561
29/10/2018,6.823E-05
30/10/2018,2.841E-06
31/10/2018,0.003447
01/11/2018,0.04104
02/11/2018,0.002225
03/11/2018,8.576E-05
04/11/2018,3.432E-06
05/11/2018,1.433E-07
06/11/2018,7.496E-09
07/11/2018,1.485E-09
08/11/2018,1.176E-09
09/11/2018,1.422E-09
10/11/2018,1.437E-09
11/11/2018,1.325E-09
12/11/2018,1.397E-09
13/11/2018,1.561E-09
14/11/2018,1.399E-09
15/11/2018,1.585E-09
16/11/2018,1.603E-09
17/11/2018,1.367E-09
18/11/2018,1.494E-09
19/11/2018,1.511E-09
20/11/2018,1.219E-09
21/11/2018,1.528E-09
22/11/2018,1.481E-09
23/11/2018,1.44E-09
24/11/2018,1.56E-09
25/11/2018,0.01493
26/11/2018,0.0008637
27/11/2018,3.633E-05
28/11/2018,1.45E-06
29/11/2018,0.004896
30/11/2018,0.0003203
01/12/2018,1.734E-05
02/12/2018,0.0409
03/12/2018,0.002228
04/12/2018,0.0001007
05/12/2018,4.288E-06
06/12/2018,1.824E-07
07/12/2018,9.312E-09
08/12/2018,1.838E-09
09/12/2018,1.471E-09
10/12/2018,1.42E-09
11/12/2018,1.411E-09
12/12/2018,1.547E-09
13/12/2018,1.498E-09
14/12/2018,1.499E-09
15/12/2018,1.529E-09
16/12/2018,0.5184
17/12/2018,0.03856
18/12/2018,0.005205
19/12/2018,0.001627
20/12/2018,0.006425
21/12/2018,0.9723
22/12/2018,0.05991
23/12/2018,0.01872
24/12/2018,0.002905
25/12/2018,0.0006282
26/12/2018,0.0001788
27/12/2018,5.513E-05
28/12/2018,1.839E-05
29/12/2018,5.445E-06
30/12/2018,1.556E-06
31/12/2018,4.529E-07
01/01/2019,1.32E-07
02/01/2019,3.937E-08
03/01/2019,1.307E-08
04/01/2019,4.979E-09
05/01/2019,2.629E-09
06/01/2019,1.929E-09
07/01/2019,1.918E-09
08/01/2019,0.1231
09/01/2019,0.01209
10/01/2019,0.001775
11/01/2019,0.0004576
12/01/2019,0.0001347
13/01/2019,4.117E-05
14/01/2019,1.256E-05
15/01/2019,3.898E-06
16/01/2019,1.21E-06
17/01/2019,3.845E-07
18/01/2019,1.226E-07
19/01/2019,4.071E-08
20/01/2019,1.442E-08
21/01/2019,5.797E-09
22/01/2019,3.092E-09
23/01/2019,3.622E-09
24/01/2019,0.184
25/01/2019,0.01597
26/01/2019,0.002192
27/01/2019,0.0005945
28/01/2019,0.000192
29/01/2019,0.001064
30/01/2019,9.676E-05
31/01/2019,1.043E-05
01/02/2019,2.117E-06
02/02/2019,6.16E-07
03/02/2019,0.02156
04/02/2019,0.03567
05/02/2019,0.001949
06/02/2019,0.0001709
07/02/2019,3.514E-05
08/02/2019,0.1025
09/02/2019,0.009023
10/02/2019,0.001453
11/02/2019,0.0004048
12/02/2019,0.000128
13/02/2019,4.135E-05
14/02/2019,1.508E-05
15/02/2019,0.01042
16/02/2019,0.0006017
17/02/2019,2.757E-05
18/02/2019,1.295E-06
19/02/2019,9.134E-08
20/02/2019,1.668E-08
21/02/2019,0.04159
22/02/2019,0.002914
23/02/2019,0.0004355
24/02/2019,0.3396
25/02/2019,0.02572
26/02/2019,0.003891
27/02/2019,0.001008
28/02/2019,0.0003014
01/03/2019,9.307E-05
02/03/2019,2.885E-05
03/03/2019,9.06E-06
04/03/2019,2.872E-06
05/03/2019,9.227E-07
06/03/2019,2.993E-07
07/03/2019,9.867E-08
08/03/2019,3.373E-08
09/03/2019,1.208E-08
10/03/2019,1.797
11/03/2019,0.1984
12/03/2019,0.01678
13/03/2019,0.2107
14/03/2019,0.01836
15/03/2019,0.003231
16/03/2019,0.0006007
17/03/2019,0.000119
18/03/2019,2.486E-05
19/03/2019,5.295E-06
20/03/2019,1.141E-06
21/03/2019,2.473E-07
22/03/2019,5.555E-08
23/03/2019,1.384E-08
24/03/2019,4.562E-09
25/03/2019,2.522E-09
26/03/2019,2.068E-09
27/03/2019,1.86E-09
28/03/2019,1.752E-09
29/03/2019,1.819E-09
30/03/2019,1.76E-09
31/03/2019,2.057E-09
01/04/2019,1.93E-09
02/04/2019,1.792E-09
03/04/2019,1.756E-09
04/04/2019,1.778E-09
05/04/2019,1.912E-09
06/04/2019,1.666E-09
07/04/2019,1.617E-09
08/04/2019,1.631E-09
09/04/2019,1.536E-09
10/04/2019,1.666E-09
11/04/2019,1.698E-09
12/04/2019,1.762E-09
13/04/2019,1.531E-09
14/04/2019,0.0007566
15/04/2019,6.424E-05
16/04/2019,3.472E-06
17/04/2019,1.793E-07
18/04/2019,1.027E-08
19/04/2019,2.267E-09
20/04/2019,2.059E-09
21/04/2019,1.828E-09
22/04/2019,1.634E-09
23/04/2019,1.817E-09
24/04/2019,1.68E-09
25/04/2019,1.611E-09
26/04/2019,1.845E-09
27/04/2019,1.777E-09
28/04/2019,1.72E-09
29/04/2019,1.952E-09
30/04/2019,1.959E-09
01/05/2019,1.867E-09
02/05/2019,1.891E-09
03/05/2019,1.912E-09
04/05/2019,1.708E-09
05/05/2019,1.57E-09
06/05/2019,1.386E-09
07/05/2019,1.745E-09
08/05/2019,1.591E-09
09/05/2019,1.578E-09
10/05/2019,0.03076
11/05/2019,0.001588
